"Age","Primary.streaming.service","Hours.per.day","While.working","Instrumentalist","Composer","Fav.genre","Exploratory","Foreign.languages","BPM","Frequency..Classical.","Frequency..Country.","Frequency..EDM.","Frequency..Folk.","Frequency..Gospel.","Frequency..Hip.hop.","Frequency..Jazz.","Frequency..K.pop.","Frequency..Latin.","Frequency..Lofi.","Frequency..Metal.","Frequency..Pop.","Frequency..R.B.","Frequency..Rap.","Frequency..Rock.","Frequency..Video.game.music.","Anxiety","Depression","Insomnia","OCD","Music.effects"
18,"Spotify",2,"Yes","Yes","No","K pop","Yes","Yes",98,"Very frequently","Never","Never","Rarely","Rarely","Sometimes","Sometimes","Very frequently","Rarely","Very frequently","Never","Sometimes","Very frequently","Sometimes","Never","Rarely",7,2,3,5,"Improve"
16,"Apple Music",2,"No","No","No","Pop","Yes","No",145,"Never","Sometimes","Rarely","Sometimes","Rarely","Rarely","Never","Rarely","Never","Sometimes","Never","Very frequently","Rarely","Rarely","Very frequently","Rarely",10,3.5,5,10,"Improve"
19,"Spotify",1,"Yes","No","No","Pop","Yes","Yes",94,"Rarely","Sometimes","Rarely","Rarely","Never","Sometimes","Rarely","Never","Never","Rarely","Rarely","Very frequently","Sometimes","Sometimes","Very frequently","Never",7,5,1,2,"Improve"
31,"Spotify",4,"Yes","Yes","No","Classical","No","Yes",103,"Very frequently","Never","Rarely","Never","Rarely","Sometimes","Rarely","Never","Sometimes","Never","Sometimes","Rarely","Never","Sometimes","Sometimes","Never",6,8,9,5,"Improve"
26,"Spotify",5,"Yes","No","No","Rock","No","No",126.661637257177,"Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Very frequently","Never","Never","Very frequently","Never",2,9,2,1,"No effect"
16,"Spotify",2,"Yes","Yes","Yes","Rock","No","No",112,"Rarely","Never","Very frequently","Rarely","Never","Never","Never","Never","Never","Rarely","Rarely","Sometimes","Rarely","Never","Very frequently","Very frequently",7,4,10,2,"Improve"
26,"Spotify",2,"Yes","Yes","No","Rock","Yes","Yes",132.176502786588,"Very frequently","Rarely","Rarely","Very frequently","Never","Rarely","Never","Never","Never","Sometimes","Sometimes","Rarely","Never","Rarely","Very frequently","Very frequently",7,5,6,0,"Improve"
17,"Spotify",2,"Yes","No","No","R&B","Yes","Yes",118,"Rarely","Rarely","Never","Never","Sometimes","Sometimes","Rarely","Very frequently","Never","Rarely","Never","Sometimes","Very frequently","Sometimes","Never","Rarely",6,1,0,0,"Improve"
22,"Spotify",1,"Yes","Yes","No","Video game music","Yes","Yes",135.773137490565,"Sometimes","Sometimes","Rarely","Very frequently","Never","Never","Never","Rarely","Rarely","Never","Very frequently","Rarely","Never","Never","Very frequently","Very frequently",3,6,1,1,"Improve"
20,"Apple Music",4,"Yes","No","No","R&B","Yes","Yes",113,"Sometimes","Rarely","Never","Rarely","Never","Sometimes","Sometimes","Rarely","Never","Rarely","Never","Sometimes","Very frequently","Very frequently","Very frequently","Rarely",9,10,3,0,"Improve"
30,"Spotify",1,"No","Yes","No","Rock","Yes","No",162,"Sometimes","Sometimes","Rarely","Sometimes","Never","Rarely","Never","Never","Never","Never","Sometimes","Sometimes","Never","Rarely","Very frequently","Never",8,5,8,9,"Improve"
26,"Other streaming service",4,"Yes","No","No","Pop","No","No",111.171657080316,"Rarely","Very frequently","Rarely","Never","Never","Rarely","Rarely","Never","Sometimes","Never","Rarely","Very frequently","Rarely","Never","Sometimes","Never",8,7,7,3,"Improve"
19,"Spotify",5,"Yes","No","No","Rock","Yes","Yes",111,"Sometimes","Rarely","Never","Sometimes","Rarely","Rarely","Sometimes","Rarely","Rarely","Rarely","Very frequently","Sometimes","Rarely","Rarely","Very frequently","Sometimes",9,9,9,3,"No effect"
33,"Spotify",7,"Yes","No","No","Rock","Yes","Yes",134,"Rarely","Sometimes","Sometimes","Sometimes","Rarely","Very frequently","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Very frequently","Very frequently","Very frequently","Very frequently","Sometimes",9,3,7,8,"Improve"
28,"YouTube Music",2,"Yes","No","No","Rock","Yes","No",172,"Never","Rarely","Rarely","Rarely","Never","Sometimes","Never","Rarely","Never","Sometimes","Rarely","Sometimes","Very frequently","Rarely","Very frequently","Rarely",10,8,6,2,"Improve"
25,"Spotify",3,"Yes","No","No","Rock","Yes","Yes",180,"Rarely","Never","Sometimes","Sometimes","Never","Rarely","Never","Rarely","Never","Sometimes","Very frequently","Sometimes","Rarely","Rarely","Very frequently","Sometimes",9,6,3,0,"Improve"
22,"YouTube Music",2,"Yes","No","No","Pop","No","No",120,"Rarely","Never","Rarely","Rarely","Rarely","Rarely","Rarely","Never","Never","Rarely","Never","Very frequently","Rarely","Rarely","Sometimes","Sometimes",7,7,8,3,"Improve"
19,"Spotify",3,"Yes","No","Yes","Rock","Yes","Yes",76,"Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Rarely","Rarely","Rarely","Rarely","Never","Very frequently","Rarely",9,10,4,0,"Improve"
44,"Other streaming service",3,"Yes","No","No","Folk","Yes","Yes",130,"Rarely","Rarely","Rarely","Very frequently","Rarely","Sometimes","Rarely","Never","Rarely","Sometimes","Never","Rarely","Sometimes","Sometimes","Rarely","Sometimes",9,9,8,2,"Improve"
22,"Spotify",3,"Yes","No","No","Rock","No","No",136.673079065529,"Never","Rarely","Never","Very frequently","Never","Rarely","Never","Never","Never","Never","Very frequently","Rarely","Never","Never","Very frequently","Rarely",9,10,3,9,"Improve"
26,"Spotify",5,"Yes","Yes","Yes","Metal","Yes","Yes",109,"Sometimes","Rarely","Very frequently","Rarely","Rarely","Rarely","Sometimes","Sometimes","Never","Rarely","Very frequently","Sometimes","Sometimes","Rarely","Sometimes","Sometimes",10,9,8,8,"Improve"
23,"I do not use a streaming service.",6,"Yes","No","Yes","Classical","No","Yes",96,"Very frequently","Never","Never","Rarely","Never","Never","Never","Never","Rarely","Never","Never","Rarely","Never","Never","Never","Rarely",6,5,6,8,"Improve"
17,"Spotify",2,"No","No","No","R&B","No","Yes",148,"Sometimes","Never","Rarely","Never","Never","Very frequently","Rarely","Rarely","Never","Rarely","Never","Sometimes","Very frequently","Sometimes","Never","Rarely",8,6,10,3,"Improve"
42,"YouTube Music",2,"No","No","No","Metal","Yes","No",143.217144762998,"Sometimes","Rarely","Sometimes","Rarely","Never","Sometimes","Never","Never","Never","Never","Very frequently","Sometimes","Sometimes","Sometimes","Very frequently","Rarely",8,3,6,4,"Improve"
30,"Spotify",1,"No","Yes","No","Rock","Yes","No",129,"Rarely","Never","Rarely","Rarely","Never","Rarely","Rarely","Never","Rarely","Rarely","Rarely","Very frequently","Rarely","Rarely","Very frequently","Rarely",4,2,1,3,"Improve"
35,"Spotify",1,"Yes","No","No","Pop","Yes","Yes",81,"Sometimes","Rarely","Sometimes","Rarely","Never","Sometimes","Rarely","Rarely","Never","Never","Never","Very frequently","Rarely","Rarely","Sometimes","Rarely",2,1,1,1,"No effect"
20,"Spotify",3,"No","No","No","Rock","Yes","No",136,"Never","Very frequently","Never","Never","Never","Never","Never","Never","Never","Never","Very frequently","Very frequently","Never","Sometimes","Very frequently","Rarely",10,10,7,3,"Improve"
18,"Spotify",3,"Yes","No","No","Rap","Yes","Yes",155,"Rarely","Never","Never","Sometimes","Never","Very frequently","Sometimes","Never","Sometimes","Sometimes","Never","Very frequently","Rarely","Very frequently","Very frequently","Very frequently",8,9,0,0,"Improve"
21,"Spotify",1,"No","No","No","Pop","No","Yes",111.935132093465,"Never","Never","Sometimes","Never","Never","Rarely","Never","Sometimes","Sometimes","Rarely","Never","Very frequently","Sometimes","Rarely","Sometimes","Rarely",4,9,6,2,"No effect"
19,"Spotify",6,"Yes","No","No","Rock","Yes","Yes",52,"Never","Never","Rarely","Very frequently","Never","Rarely","Rarely","Never","Very frequently","Rarely","Sometimes","Very frequently","Rarely","Sometimes","Very frequently","Rarely",4,2,0,0,"Improve"
37,"Spotify",4,"Yes","No","No","Rock","Yes","No",97,"Rarely","Sometimes","Sometimes","Sometimes","Never","Very frequently","Rarely","Never","Never","Sometimes","Sometimes","Sometimes","Very frequently","Very frequently","Very frequently","Never",9,2,7,7,"Improve"
31,"Spotify",2,"Yes","No","No","Metal","Yes","Yes",92,"Sometimes","Rarely","Rarely","Sometimes","Never","Sometimes","Rarely","Rarely","Sometimes","Very frequently","Very frequently","Sometimes","Sometimes","Sometimes","Very frequently","Very frequently",8,6,7,5,"Improve"
29,"Spotify",2,"Yes","Yes","No","Folk","Yes","Yes",100,"Never","Sometimes","Rarely","Very frequently","Sometimes","Rarely","Rarely","Rarely","Rarely","Rarely","Sometimes","Rarely","Very frequently","Rarely","Very frequently","Rarely",6,5,4,2,"Improve"
20,"Spotify",3,"Yes","No","No","Rock","Yes","Yes",120,"Sometimes","Rarely","Rarely","Very frequently","Never","Rarely","Sometimes","Never","Never","Sometimes","Sometimes","Very frequently","Rarely","Rarely","Very frequently","Sometimes",8,5,2,3,"Improve"
36,"I do not use a streaming service.",8,"Yes","Yes","Yes","Video game music","No","Yes",143,"Sometimes","Rarely","Sometimes","Rarely","Never","Rarely","Rarely","Never","Never","Never","Very frequently","Rarely","Never","Rarely","Sometimes","Very frequently",7,6,6,1,"No effect"
18,"Spotify",3,"Yes","Yes","No","Rock","Yes","No",118,"Sometimes","Never","Never","Rarely","Never","Never","Sometimes","Never","Never","Rarely","Rarely","Sometimes","Never","Never","Very frequently","Rarely",10,2,0,0,"Improve"
18,"Spotify",2,"Yes","No","No","K pop","Yes","Yes",130,"Rarely","Never","Sometimes","Never","Never","Never","Never","Very frequently","Never","Never","Rarely","Sometimes","Never","Never","Rarely","Never",6,0,0,0,"Improve"
25,"Spotify",7,"Yes","No","No","Pop","No","Yes",120,"Never","Sometimes","Very frequently","Rarely","Rarely","Sometimes","Never","Very frequently","Rarely","Rarely","Rarely","Very frequently","Sometimes","Sometimes","Rarely","Sometimes",2,0,1,0,"Improve"
31,"YouTube Music",9,"Yes","No","No","Pop","Yes","Yes",158,"Rarely","Rarely","Rarely","Sometimes","Never","Never","Rarely","Rarely","Rarely","Very frequently","Sometimes","Very frequently","Never","Rarely","Sometimes","Sometimes",9,0,2,0,"Improve"
17,"Spotify",2,"Yes","No","No","Pop","Yes","Yes",160,"Rarely","Rarely","Rarely","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Never","Never","Rarely","Very frequently","Rarely","Sometimes","Sometimes","Never",5,4,1,1,"Improve"
21,"Spotify",1,"Yes","No","No","Folk","No","Yes",122.670505728125,"Never","Rarely","Never","Very frequently","Never","Rarely","Sometimes","Never","Never","Rarely","Rarely","Rarely","Never","Never","Sometimes","Very frequently",8,4,0,1,"Improve"
30,"Other streaming service",1,"No","No","No","Country","No","No",119,"Never","Very frequently","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Very frequently","Rarely","Sometimes","Sometimes","Rarely",8,10,2,0,"Improve"
40,"Apple Music",2,"Yes","No","No","Metal","Yes","Yes",120,"Sometimes","Never","Sometimes","Rarely","Never","Rarely","Rarely","Never","Never","Rarely","Very frequently","Rarely","Rarely","Rarely","Very frequently","Never",3,6,2,1,"No effect"
64,"I do not use a streaming service.",4,"Yes","No","No","Rock","No","No",200,"Sometimes","Rarely","Sometimes","Rarely","Never","Rarely","Sometimes","Rarely","Rarely","Never","Rarely","Sometimes","Rarely","Rarely","Sometimes","Rarely",4,4,2,1,"Improve"
14,"Spotify",2,"Yes","Yes","No","Rock","Yes","Yes",136,"Rarely","Never","Never","Sometimes","Never","Sometimes","Rarely","Never","Never","Never","Sometimes","Very frequently","Rarely","Sometimes","Very frequently","Rarely",7,5,2,6,"Improve"
26,"YouTube Music",6,"Yes","No","No","Rock","Yes","No",104,"Sometimes","Never","Never","Rarely","Never","Rarely","Sometimes","Never","Never","Never","Rarely","Sometimes","Never","Rarely","Very frequently","Never",3,2,0,0,"No effect"
35,"Spotify",4,"Yes","Yes","Yes","Country","Yes","Yes",90,"Rarely","Very frequently","Rarely","Sometimes","Rarely","Very frequently","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Very frequently","Never",9,9,5,1,"Improve"
33,"Other streaming service",1,"No","No","No","Rock","No","No",120,"Never","Never","Never","Never","Never","Sometimes","Never","Never","Rarely","Never","Never","Sometimes","Rarely","Rarely","Very frequently","Never",3,10,4,1,"No effect"
30,"Spotify",6,"Yes","No","No","Folk","Yes","Yes",89,"Sometimes","Rarely","Never","Very frequently","Rarely","Never","Rarely","Never","Never","Sometimes","Sometimes","Rarely","Never","Never","Very frequently","Never",9,0,5,0,"No effect"
27,"Spotify",5,"Yes","No","Yes","Folk","Yes","Yes",140,"Rarely","Never","Sometimes","Very frequently","Sometimes","Rarely","Rarely","Sometimes","Sometimes","Very frequently","Sometimes","Very frequently","Sometimes","Never","Very frequently","Very frequently",0,9,4,0,"Improve"
53,"I do not use a streaming service.",1.5,"No","No","No","Pop","Yes","Yes",92,"Rarely","Never","Very frequently","Sometimes","Never","Sometimes","Never","Rarely","Sometimes","Never","Never","Very frequently","Rarely","Sometimes","Sometimes","Never",2,2,2,1,"No effect"
23,"Spotify",5,"Yes","Yes","Yes","Metal","Yes","Yes",120,"Sometimes","Rarely","Never","Rarely","Never","Never","Rarely","Never","Never","Never","Very frequently","Rarely","Never","Never","Very frequently","Never",6,9,2,1,"Improve"
25,"Spotify",2,"Yes","No","Yes","EDM","Yes","No",128,"Rarely","Rarely","Very frequently","Rarely","Never","Sometimes","Sometimes","Sometimes","Never","Rarely","Very frequently","Very frequently","Rarely","Sometimes","Very frequently","Rarely",6,4,1,0,"Improve"
16,"Apple Music",4,"Yes","Yes","No","K pop","Yes","Yes",140,"Very frequently","Rarely","Rarely","Sometimes","Rarely","Very frequently","Sometimes","Very frequently","Sometimes","Very frequently","Very frequently","Very frequently","Sometimes","Rarely","Sometimes","Rarely",8,9,4,0,"Improve"
18,"Spotify",2,"Yes","Yes","Yes","Rock","Yes","No",106.930249422396,"Never","Never","Rarely","Rarely","Never","Rarely","Never","Never","Never","Rarely","Never","Rarely","Never","Rarely","Very frequently","Never",6,7,4,3,"Improve"
29,"Spotify",5,"Yes","Yes","Yes","Classical","Yes","Yes",116.046550873903,"Very frequently","Never","Never","Rarely","Never","Never","Rarely","Never","Never","Never","Rarely","Sometimes","Rarely","Never","Sometimes","Never",7,2,2,0,"Improve"
31,"YouTube Music",6,"Yes","No","No","EDM","Yes","Yes",136,"Rarely","Rarely","Very frequently","Rarely","Never","Sometimes","Never","Never","Never","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes",8,6,5,6,"No effect"
31,"Spotify",1,"No","No","No","Rock","No","Yes",132,"Sometimes","Rarely","Never","Never","Never","Rarely","Never","Never","Sometimes","Never","Sometimes","Rarely","Rarely","Rarely","Very frequently","Sometimes",3,10,0,0,"Worsen"
38,"Spotify",6,"Yes","Yes","No","Pop","Yes","Yes",107,"Very frequently","Sometimes","Sometimes","Sometimes","Sometimes","Very frequently","Very frequently","Rarely","Sometimes","Sometimes","Rarely","Very frequently","Very frequently","Very frequently","Sometimes","Never",9,4,9,7,"Improve"
17,"Spotify",4,"No","Yes","No","Classical","Yes","Yes",135,"Very frequently","Never","Never","Never","Never","Very frequently","Very frequently","Rarely","Very frequently","Sometimes","Sometimes","Rarely","Sometimes","Rarely","Never","Rarely",7,9,2,8,"Worsen"
25,"Apple Music",2,"No","No","No","EDM","No","Yes",171,"Never","Sometimes","Very frequently","Rarely","Never","Never","Never","Never","Never","Never","Rarely","Sometimes","Never","Never","Very frequently","Rarely",10,3,1,4,"Improve"
15,"Spotify",2,"Yes","No","No","EDM","No","No",171,"Never","Never","Very frequently","Never","Never","Sometimes","Never","Never","Never","Never","Never","Rarely","Rarely","Sometimes","Never","Rarely",9,6,1,7,"No effect"
16,"Spotify",4,"Yes","No","Yes","Lofi","Yes","No",85,"Rarely","Rarely","Very frequently","Rarely","Never","Rarely","Rarely","Never","Never","Very frequently","Rarely","Sometimes","Never","Rarely","Rarely","Very frequently",7,1,3,5,"Improve"
20,"Spotify",2,"Yes","Yes","No","EDM","No","Yes",174,"Sometimes","Never","Very frequently","Never","Never","Sometimes","Never","Sometimes","Never","Never","Never","Sometimes","Never","Never","Sometimes","Sometimes",9,7,5,7,"Improve"
23,"Other streaming service",6,"Yes","No","No","Rap","Yes","Yes",87,"Never","Never","Sometimes","Sometimes","Never","Rarely","Never","Sometimes","Sometimes","Never","Never","Very frequently","Very frequently","Sometimes","Rarely","Never",3,1,2,7,"Improve"
22,"Spotify",3,"Yes","No","No","Hip hop","Yes","Yes",77,"Rarely","Never","Sometimes","Rarely","Never","Very frequently","Rarely","Never","Sometimes","Rarely","Sometimes","Very frequently","Sometimes","Very frequently","Sometimes","Rarely",6,6,8,0,"Improve"
15,"I do not use a streaming service.",5,"Yes","No","No","Rock","Yes","Yes",126,"Rarely","Never","Very frequently","Rarely","Never","Never","Never","Never","Never","Sometimes","Rarely","Very frequently","Never","Never","Very frequently","Sometimes",10,6,0,4,"Improve"
17,"I do not use a streaming service.",0.5,"Yes","Yes","No","Video game music","No","Yes",136,"Rarely","Sometimes","Sometimes","Never","Never","Never","Rarely","Never","Never","Never","Rarely","Sometimes","Rarely","Rarely","Sometimes","Very frequently",6,3,1,1,"Improve"
22,"YouTube Music",1,"Yes","No","No","Video game music","Yes","Yes",80,"Rarely","Never","Rarely","Sometimes","Never","Rarely","Never","Never","Never","Sometimes","Never","Rarely","Never","Never","Rarely","Very frequently",3,3,0,7,"No effect"
21,"Spotify",10,"Yes","No","No","Metal","Yes","Yes",92,"Never","Rarely","Rarely","Never","Never","Very frequently","Never","Rarely","Never","Never","Very frequently","Sometimes","Sometimes","Very frequently","Very frequently","Sometimes",9,10,2,2,"No effect"
19,"Spotify",2,"Yes","No","No","Pop","No","Yes",120,"Rarely","Never","Sometimes","Rarely","Never","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Never","Very frequently","Very frequently","Sometimes","Very frequently","Very frequently",7,5,0,2,"No effect"
32,"Apple Music",0.5,"No","No","No","Classical","Yes","No",136.614430105492,"Very frequently","Never","Sometimes","Rarely","Never","Never","Rarely","Never","Never","Never","Sometimes","Rarely","Never","Never","Very frequently","Rarely",3,0,4,4,"No effect"
34,"YouTube Music",1,"No","No","No","Rock","No","Yes",138,"Rarely","Never","Never","Sometimes","Never","Rarely","Never","Never","Rarely","Never","Never","Rarely","Never","Sometimes","Very frequently","Never",9,9,6,4,"Improve"
18,"I do not use a streaming service.",2,"Yes","Yes","No","Metal","Yes","Yes",150,"Sometimes","Never","Rarely","Never","Never","Never","Never","Never","Never","Never","Very frequently","Rarely","Never","Rarely","Very frequently","Sometimes",5,7,7,2,"Improve"
21,"Spotify",3,"Yes","No","No","Country","Yes","No",108,"Rarely","Very frequently","Never","Sometimes","Rarely","Rarely","Never","Never","Never","Never","Rarely","Sometimes","Never","Never","Very frequently","Sometimes",0,8,0,5,"Improve"
20,"Spotify",3,"No","No","No","Country","Yes","Yes",119,"Rarely","Very frequently","Rarely","Sometimes","Never","Sometimes","Rarely","Sometimes","Never","Never","Never","Very frequently","Very frequently","Rarely","Sometimes","Never",8,4,3,4,"Improve"
19,"Spotify",2,"Yes","No","No","Country","Yes","No",125,"Rarely","Very frequently","Rarely","Sometimes","Rarely","Never","Never","Never","Rarely","Rarely","Sometimes","Rarely","Never","Never","Sometimes","Never",7,2,0,7,"No effect"
25,"I do not use a streaming service.",1,"No","No","No","Pop","No","Yes",122.670505728125,"Rarely","Never","Never","Rarely","Never","Rarely","Rarely","Never","Never","Rarely","Rarely","Very frequently","Rarely","Rarely","Very frequently","Very frequently",9,9,6,9,"No effect"
31,"Spotify",8,"Yes","Yes","No","Classical","Yes","Yes",118.449716176115,"Very frequently","Never","Rarely","Rarely","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Rarely","Rarely",5,7,5,4,"Improve"
21,"Spotify",1,"Yes","Yes","No","Pop","Yes","Yes",85,"Very frequently","Rarely","Rarely","Sometimes","Never","Rarely","Never","Sometimes","Never","Rarely","Very frequently","Very frequently","Sometimes","Very frequently","Sometimes","Very frequently",5,1,0,0,"Improve"
31,"YouTube Music",1,"No","No","Yes","Folk","Yes","Yes",113,"Very frequently","Never","Never","Sometimes","Never","Rarely","Never","Never","Rarely","Never","Never","Never","Never","Never","Sometimes","Never",4,1,3,0,"Improve"
20,"YouTube Music",1,"No","No","No","Pop","Yes","No",86,"Rarely","Never","Never","Rarely","Never","Never","Never","Never","Never","Rarely","Rarely","Very frequently","Never","Never","Sometimes","Never",3,5,3,0,"Improve"
19,"Spotify",5,"Yes","Yes","No","Rock","Yes","No",141,"Sometimes","Rarely","Never","Never","Never","Rarely","Sometimes","Never","Never","Never","Very frequently","Sometimes","Sometimes","Rarely","Very frequently","Never",2,2,0,6,"Improve"
19,"Other streaming service",5,"Yes","No","No","EDM","Yes","Yes",97,"Rarely","Never","Very frequently","Sometimes","Never","Sometimes","Rarely","Never","Sometimes","Very frequently","Very frequently","Rarely","Never","Very frequently","Sometimes","Rarely",0,1,3,5,"Improve"
23,"Spotify",4,"Yes","No","No","Metal","Yes","Yes",146.991138525156,"Rarely","Sometimes","Sometimes","Never","Never","Sometimes","Never","Rarely","Never","Sometimes","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Rarely",7,8,6,2,"Improve"
24,"I do not use a streaming service.",8,"Yes","No","Yes","Video game music","Yes","No",120,"Sometimes","Rarely","Very frequently","Rarely","Rarely","Very frequently","Very frequently","Rarely","Rarely","Very frequently","Very frequently","Rarely","Rarely","Sometimes","Very frequently","Very frequently",6,4,8,8,"Improve"
20,"Other streaming service",0.7,"No","No","No","Rock","No","No",144,"Rarely","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes","Rarely","Very frequently","Rarely","Never","Very frequently","Rarely",5,6,8,2,"Improve"
15,"Spotify",3,"No","No","No","Video game music","No","No",84,"Rarely","Rarely","Sometimes","Rarely","Rarely","Sometimes","Rarely","Never","Never","Very frequently","Rarely","Very frequently","Never","Never","Very frequently","Very frequently",6,6,2,6,"No effect"
17,"Spotify",7,"Yes","No","No","Hip hop","No","Yes",84,"Never","Never","Rarely","Never","Rarely","Very frequently","Never","Never","Never","Rarely","Rarely","Rarely","Rarely","Very frequently","Rarely","Rarely",8,9,3,4,"Improve"
20,"I do not use a streaming service.",1.5,"No","Yes","Yes","Video game music","No","Yes",60,"Very frequently","Never","Never","Rarely","Rarely","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Very frequently",8,4,3,3,"Worsen"
14,"Spotify",4,"Yes","Yes","Yes","Video game music","Yes","Yes",81,"Sometimes","Never","Sometimes","Rarely","Never","Rarely","Sometimes","Sometimes","Never","Very frequently","Never","Sometimes","Rarely","Rarely","Never","Very frequently",8,6,5,7,"Improve"
24,"Spotify",4,"Yes","No","No","Metal","Yes","Yes",150,"Sometimes","Rarely","Never","Rarely","Rarely","Rarely","Never","Never","Never","Never","Very frequently","Sometimes","Rarely","Rarely","Very frequently","Never",8,8,7,7,"Improve"
14,"Other streaming service",10,"Yes","No","Yes","Video game music","No","No",95,"Rarely","Never","Sometimes","Never","Never","Sometimes","Rarely","Never","Never","Very frequently","Sometimes","Never","Never","Sometimes","Rarely","Very frequently",5,2,5,0,"Improve"
23,"Spotify",2,"Yes","Yes","Yes","Rock","Yes","No",138,"Very frequently","Never","Rarely","Rarely","Never","Sometimes","Sometimes","Never","Rarely","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Very frequently","Sometimes",6,8,4,2,"No effect"
28,"Apple Music",2,"Yes","No","No","Rock","No","No",128.892255440031,"Rarely","Never","Never","Rarely","Never","Never","Sometimes","Rarely","Never","Sometimes","Rarely","Sometimes","Rarely","Never","Very frequently","Rarely",7,5,2,1,"No effect"
22,"Spotify",6,"Yes","No","No","Jazz","Yes","Yes",140,"Sometimes","Rarely","Very frequently","Rarely","Rarely","Rarely","Very frequently","Sometimes","Never","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Very frequently","Sometimes",8,8,7,1,"Improve"
25,"Spotify",0.5,"Yes","Yes","No","Rock","Yes","Yes",139,"Rarely","Never","Very frequently","Never","Never","Rarely","Never","Rarely","Never","Never","Rarely","Sometimes","Rarely","Rarely","Very frequently","Sometimes",10,2,0,0,"Improve"
27,"Spotify",2,"Yes","Yes","Yes","Pop","Yes","Yes",100,"Sometimes","Rarely","Very frequently","Never","Never","Sometimes","Very frequently","Very frequently","Sometimes","Sometimes","Sometimes","Very frequently","Very frequently","Rarely","Sometimes","Sometimes",8,7,7,5,"Improve"
18,"Spotify",5,"Yes","No","No","Rock","Yes","Yes",125.954753074682,"Rarely","Never","Rarely","Rarely","Never","Rarely","Never","Rarely","Never","Rarely","Sometimes","Very frequently","Rarely","Sometimes","Very frequently","Very frequently",8,8,8,6,"Improve"
17,"Apple Music",3,"Yes","Yes","Yes","Pop","Yes","No",120,"Rarely","Rarely","Never","Sometimes","Never","Sometimes","Very frequently","Never","Rarely","Never","Sometimes","Very frequently","Very frequently","Very frequently","Very frequently","Never",8,10,9,2,"Improve"
23,"Other streaming service",4.5,"Yes","No","No","Rock","No","Yes",120.364593757405,"Sometimes","Rarely","Never","Sometimes","Rarely","Sometimes","Rarely","Rarely","Never","Rarely","Sometimes","Sometimes","Rarely","Sometimes","Very frequently","Sometimes",6,1,8,4,"No effect"
40,"Other streaming service",3,"Yes","No","No","Rock","Yes","Yes",178,"Sometimes","Never","Never","Never","Never","Never","Rarely","Never","Never","Rarely","Sometimes","Sometimes","Rarely","Never","Sometimes","Never",0,4,4,0,"Improve"
27,"Spotify",20,"Yes","No","No","Rock","Yes","Yes",147.759052333785,"Sometimes","Rarely","Sometimes","Rarely","Never","Rarely","Never","Sometimes","Rarely","Sometimes","Very frequently","Rarely","Never","Rarely","Very frequently","Sometimes",8,10,10,8,"No effect"
18,"Spotify",1,"No","No","No","Pop","Yes","No",100,"Rarely","Rarely","Never","Rarely","Rarely","Sometimes","Never","Never","Never","Never","Never","Very frequently","Rarely","Sometimes","Sometimes","Rarely",3,2,0,1,"No effect"
16,"Spotify",2.5,"No","Yes","Yes","Metal","Yes","No",110,"Never","Never","Never","Never","Never","Never","Rarely","Never","Never","Rarely","Very frequently","Never","Never","Rarely","Very frequently","Sometimes",5,3,3,1,"Improve"
18,"Spotify",1,"No","No","No","Rock","Yes","Yes",108,"Sometimes","Rarely","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Sometimes","Sometimes","Rarely","Rarely","Very frequently","Rarely",8,9,6,1,"Improve"
23,"Spotify",2,"No","Yes","No","Jazz","No","Yes",114.512549452292,"Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely",10,3,0,10,"No effect"
15,"I do not use a streaming service.",5,"Yes","Yes","No","Metal","Yes","No",161,"Never","Never","Rarely","Never","Never","Never","Never","Never","Never","Never","Very frequently","Rarely","Never","Rarely","Sometimes","Never",6,7,8,2,"Improve"
20,"Apple Music",3,"Yes","Yes","No","Metal","Yes","No",200,"Sometimes","Rarely","Never","Never","Never","Rarely","Sometimes","Never","Never","Rarely","Very frequently","Rarely","Never","Rarely","Very frequently","Sometimes",7,4,7,0,"Improve"
16,"Spotify",3,"Yes","Yes","No","Rock","Yes","No",112.839512463909,"Never","Rarely","Never","Rarely","Never","Never","Never","Never","Sometimes","Never","Rarely","Rarely","Rarely","Rarely","Very frequently","Rarely",9,8,6,2,"Improve"
