"Age","Primary.streaming.service","Hours.per.day","While.working","Instrumentalist","Composer","Fav.genre","Exploratory","Foreign.languages","BPM","Frequency..Classical.","Frequency..Country.","Frequency..EDM.","Frequency..Folk.","Frequency..Gospel.","Frequency..Hip.hop.","Frequency..Jazz.","Frequency..K.pop.","Frequency..Latin.","Frequency..Lofi.","Frequency..Metal.","Frequency..Pop.","Frequency..R.B.","Frequency..Rap.","Frequency..Rock.","Frequency..Video.game.music.","Anxiety","Depression","Insomnia","OCD","Music.effects"
18,"Spotify",2,"Yes","No","No","R&B","Yes","No",97,"Never","Never","Never","Never","Sometimes","Very frequently","Rarely","Never","Rarely","Rarely","Never","Sometimes","Very frequently","Very frequently","Rarely","Never",2,4,0,0,"Improve"
22,"I do not use a streaming service.",2,"Yes","No","No","Video game music","No","No",94.8151355991711,"Sometimes","Rarely","Rarely","Never","Very frequently","Rarely","Sometimes","Rarely","Rarely","Rarely","Never","Rarely","Never","Never","Never","Very frequently",4,6,0,2,"Improve"
18,"Spotify",2,"Yes","No","Yes","Pop","Yes","No",121.363920215365,"Sometimes","Rarely","Sometimes","Never","Never","Rarely","Sometimes","Rarely","Never","Sometimes","Never","Very frequently","Rarely","Never","Sometimes","Sometimes",5,7,2,0,"Improve"
19,"Spotify",3,"Yes","No","No","Rock","Yes","Yes",122,"Sometimes","Rarely","Rarely","Sometimes","Rarely","Sometimes","Rarely","Rarely","Rarely","Rarely","Rarely","Sometimes","Rarely","Sometimes","Very frequently","Never",4,0,7,0,"No effect"
25,"I do not use a streaming service.",4,"Yes","No","No","Pop","Yes","Yes",150,"Rarely","Never","Sometimes","Never","Never","Very frequently","Never","Rarely","Rarely","Rarely","Sometimes","Very frequently","Rarely","Very frequently","Very frequently","Rarely",10,8,6,2,"No effect"
17,"Spotify",2,"Yes","Yes","Yes","R&B","Yes","No",113.330443743821,"Very frequently","Rarely","Never","Rarely","Rarely","Rarely","Sometimes","Sometimes","Rarely","Sometimes","Rarely","Very frequently","Very frequently","Rarely","Sometimes","Never",3,3,1,0,"Improve"
25,"Spotify",5,"Yes","Yes","No","Rock","Yes","No",125,"Sometimes","Sometimes","Rarely","Never","Never","Sometimes","Never","Rarely","Never","Rarely","Sometimes","Sometimes","Never","Sometimes","Very frequently","Sometimes",8,7,2,1,"Improve"
18,"Spotify",2,"Yes","No","No","R&B","No","No",96,"Sometimes","Rarely","Never","Never","Never","Sometimes","Rarely","Never","Never","Very frequently","Rarely","Very frequently","Very frequently","Sometimes","Very frequently","Rarely",3,3,0,3,"Improve"
24,"Spotify",7,"Yes","No","No","Folk","Yes","Yes",137,"Sometimes","Rarely","Rarely","Very frequently","Never","Rarely","Rarely","Never","Rarely","Sometimes","Rarely","Very frequently","Rarely","Rarely","Very frequently","Very frequently",10,10,8,10,"Improve"
16,"Spotify",3,"Yes","Yes","No","K pop","No","Yes",174,"Rarely","Never","Sometimes","Never","Never","Rarely","Sometimes","Very frequently","Sometimes","Sometimes","Never","Very frequently","Rarely","Sometimes","Never","Never",10,2,7,8,"Improve"
18,"Spotify",3,"No","Yes","Yes","Metal","Yes","No",210,"Never","Never","Never","Rarely","Never","Sometimes","Very frequently","Never","Rarely","Never","Very frequently","Rarely","Sometimes","Sometimes","Sometimes","Rarely",9,6,8,5,"Improve"
18,"Spotify",4,"Yes","No","No","R&B","Yes","Yes",129,"Rarely","Rarely","Rarely","Never","Never","Very frequently","Sometimes","Never","Never","Rarely","Never","Very frequently","Very frequently","Very frequently","Very frequently","Rarely",6,4,1,6,"Improve"
16,"Spotify",3,"Yes","No","No","Pop","Yes","No",112,"Very frequently","Never","Never","Never","Never","Rarely","Rarely","Never","Never","Never","Never","Very frequently","Very frequently","Never","Sometimes","Never",3,4,6,8,"Improve"
68,"Pandora",1,"Yes","No","No","Gospel","No","No",8,"Very frequently","Never","Never","Sometimes","Very frequently","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never",10,10,10,0,"Improve"
21,"Spotify",1,"No","No","No","R&B","Yes","Yes",81,"Never","Never","Never","Never","Rarely","Very frequently","Never","Never","Never","Never","Never","Very frequently","Very frequently","Sometimes","Never","Never",3,0,0,0,"Improve"
53,"Pandora",4,"Yes","No","No","R&B","Yes","Yes",153,"Rarely","Sometimes","Rarely","Rarely","Rarely","Very frequently","Rarely","Sometimes","Rarely","Never","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Rarely",1,0,0,0,"Improve"
29,"Spotify",4,"Yes","No","No","Classical","Yes","No",120,"Very frequently","Never","Very frequently","Never","Never","Never","Sometimes","Never","Rarely","Rarely","Never","Sometimes","Never","Never","Rarely","Rarely",5,6,7,7,"No effect"
29,"Spotify",2,"Yes","No","No","Pop","No","No",127.224400056439,"Never","Never","Rarely","Rarely","Never","Very frequently","Never","Never","Never","Sometimes","Rarely","Very frequently","Never","Very frequently","Never","Very frequently",10,8,8,9,"Improve"
18,"Spotify",4,"Yes","Yes","No","R&B","Yes","Yes",169,"Rarely","Sometimes","Very frequently","Never","Rarely","Very frequently","Rarely","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Very frequently","Sometimes","Rarely","Sometimes",3,0,3,4,"Improve"
22,"Spotify",5,"Yes","No","No","EDM","Yes","Yes",138,"Never","Never","Very frequently","Never","Never","Very frequently","Never","Never","Never","Very frequently","Never","Very frequently","Very frequently","Very frequently","Very frequently","Sometimes",1,0,0,1,"No effect"
19,"Other streaming service",6,"Yes","No","No","Pop","No","No",124,"Sometimes","Rarely","Rarely","Rarely","Very frequently","Sometimes","Rarely","Sometimes","Very frequently","Rarely","Rarely","Very frequently","Sometimes","Sometimes","Sometimes","Sometimes",6,6,0,0,"Improve"
13,"YouTube Music",1,"Yes","No","No","Video game music","Yes","No",135.436321137501,"Never","Never","Sometimes","Never","Never","Rarely","Sometimes","Never","Never","Sometimes","Rarely","Rarely","Rarely","Never","Sometimes","Very frequently",4,3,4,0,"Improve"
26,"I do not use a streaming service.",1,"No","No","No","Pop","No","No",192,"Never","Rarely","Sometimes","Sometimes","Never","Rarely","Rarely","Sometimes","Sometimes","Very frequently","Never","Very frequently","Rarely","Rarely","Sometimes","Never",6,4,0,0,"Improve"
14,"Spotify",3,"Yes","No","No","Rock","Yes","No",76,"Never","Never","Never","Never","Never","Sometimes","Rarely","Never","Never","Never","Rarely","Sometimes","Never","Never","Very frequently","Sometimes",2,6,3,0,"Worsen"
27,"Spotify",1,"Yes","No","No","Pop","Yes","Yes",119,"Rarely","Rarely","Rarely","Never","Rarely","Sometimes","Rarely","Very frequently","Never","Sometimes","Never","Very frequently","Sometimes","Sometimes","Sometimes","Very frequently",8,3,3,3,"Improve"
26,"Spotify",8,"No","No","No","Rock","No","Yes",172,"Never","Sometimes","Sometimes","Very frequently","Never","Very frequently","Rarely","Very frequently","Never","Never","Sometimes","Sometimes","Very frequently","Very frequently","Very frequently","Very frequently",8,10,7,3,"No effect"
59,"Other streaming service",1,"No","Yes","No","Rock","No","No",79,"Rarely","Never","Never","Rarely","Sometimes","Never","Rarely","Never","Rarely","Never","Never","Rarely","Rarely","Never","Very frequently","Never",1,0,0,1,"Improve"
30,"Spotify",8,"Yes","Yes","Yes","Rock","Yes","No",112,"Sometimes","Sometimes","Never","Rarely","Never","Sometimes","Sometimes","Never","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Very frequently","Never",8,6,6,8,"Improve"
27,"Spotify",1,"Yes","No","No","Pop","Yes","Yes",130,"Never","Rarely","Sometimes","Never","Never","Sometimes","Never","Rarely","Sometimes","Never","Never","Very frequently","Sometimes","Sometimes","Sometimes","Never",6,3,1,7,"Improve"
18,"Apple Music",1,"No","Yes","No","Rap","Yes","Yes",116,"Rarely","Never","Never","Never","Never","Sometimes","Never","Never","Rarely","Sometimes","Never","Sometimes","Never","Very frequently","Never","Sometimes",2,0,3,0,"Improve"
23,"I do not use a streaming service.",10,"Yes","Yes","Yes","Metal","No","Yes",165,"Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Very frequently","Never","Never","Never","Sometimes","Never",0,0,0,0,"No effect"
18,"Spotify",10,"Yes","Yes","Yes","Rock","Yes","No",110,"Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Rarely","Rarely","Very frequently","Very frequently","Sometimes","Sometimes","Very frequently","Never",10,10,6,6,"Improve"
40,"Spotify",5,"Yes","No","No","Rock","Yes","Yes",174,"Sometimes","Sometimes","Sometimes","Sometimes","Never","Very frequently","Rarely","Rarely","Sometimes","Rarely","Sometimes","Very frequently","Sometimes","Very frequently","Very frequently","Rarely",3,0,0,1,"Improve"
24,"Spotify",10,"Yes","No","No","Rock","Yes","Yes",180,"Sometimes","Never","Never","Rarely","Never","Never","Never","Never","Never","Rarely","Sometimes","Sometimes","Never","Never","Very frequently","Sometimes",7,9,10,0,"Improve"
23,"Spotify",2,"Yes","Yes","No","Classical","Yes","Yes",171,"Very frequently","Never","Rarely","Rarely","Never","Never","Sometimes","Never","Rarely","Sometimes","Never","Very frequently","Rarely","Never","Very frequently","Never",8,7,6,2,"Improve"
56,"Other streaming service",6,"Yes","No","No","R&B","No","No",120.117571559708,"Never","Never","Never","Never","Never","Sometimes","Rarely","Never","Never","Never","Never","Never","Sometimes","Never","Never","Never",2,0,10,10,"Improve"
29,"Other streaming service",2,"Yes","No","No","R&B","Yes","No",70,"Rarely","Never","Very frequently","Never","Never","Very frequently","Rarely","Rarely","Sometimes","Sometimes","Never","Very frequently","Very frequently","Rarely","Never","Sometimes",10,7,9,3,"No effect"
16,"Other streaming service",3,"Yes","No","No","Pop","No","Yes",120,"Never","Never","Never","Never","Never","Very frequently","Never","Very frequently","Never","Never","Never","Very frequently","Sometimes","Never","Never","Never",6,0,0,0,"Improve"
18,"Spotify",8,"Yes","Yes","Yes","Gospel","Yes","Yes",56,"Rarely","Never","Rarely","Never","Very frequently","Sometimes","Sometimes","Never","Sometimes","Very frequently","Never","Sometimes","Very frequently","Sometimes","Never","Sometimes",3,0,2,2,"Improve"
21,"Spotify",8,"Yes","No","No","Lofi","Yes","Yes",162,"Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently","Very frequently",6,5,9,8,"Improve"
32,"Spotify",8,"Yes","No","No","Rock","Yes","No",101,"Never","Never","Never","Rarely","Never","Sometimes","Never","Never","Never","Never","Sometimes","Rarely","Rarely","Sometimes","Very frequently","Sometimes",7,6,5,8,"Improve"
22,"YouTube Music",8,"Yes","Yes","No","Metal","Yes","No",110,"Sometimes","Never","Sometimes","Rarely","Rarely","Rarely","Sometimes","Never","Never","Never","Very frequently","Rarely","Rarely","Never","Very frequently","Very frequently",10,7,8,6,"Improve"
17,"Spotify",12,"Yes","Yes","No","Latin","Yes","No",172,"Very frequently","Never","Rarely","Rarely","Sometimes","Very frequently","Never","Rarely","Very frequently","Rarely","Sometimes","Rarely","Never","Very frequently","Very frequently","Sometimes",0,3,9,5,"No effect"
18,"Spotify",6,"Yes","No","No","EDM","Yes","Yes",90,"Rarely","Never","Very frequently","Never","Never","Sometimes","Rarely","Very frequently","Very frequently","Very frequently","Never","Very frequently","Very frequently","Very frequently","Rarely","Sometimes",0,2,1,5,"Improve"
18,"Spotify",4,"Yes","Yes","No","R&B","No","Yes",135,"Sometimes","Rarely","Sometimes","Never","Sometimes","Sometimes","Never","Very frequently","Very frequently","Rarely","Never","Sometimes","Very frequently","Very frequently","Never","Rarely",2,0,0,0,"No effect"
24,"Spotify",8,"Yes","No","No","Jazz","Yes","No",81,"Very frequently","Never","Rarely","Never","Never","Very frequently","Very frequently","Never","Rarely","Very frequently","Never","Rarely","Sometimes","Sometimes","Very frequently","Rarely",2,2,4,0,"No effect"
21,"Spotify",2,"No","No","No","Pop","No","No",170,"Rarely","Never","Never","Never","Rarely","Sometimes","Never","Never","Never","Sometimes","Sometimes","Very frequently","Sometimes","Sometimes","Very frequently","Sometimes",5,6,3,4,"No effect"
46,"I do not use a streaming service.",1,"No","No","No","Rock","No","No",120,"Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never","Sometimes","Never",0,0,1,0,"No effect"
18,"Spotify",2,"Yes","Yes","No","Hip hop","Yes","No",90,"Never","Never","Never","Never","Sometimes","Very frequently","Never","Never","Never","Sometimes","Never","Sometimes","Very frequently","Very frequently","Never","Never",5,4,3,7,"Improve"
16,"Spotify",3,"Yes","Yes","No","K pop","Yes","Yes",115,"Rarely","Never","Rarely","Never","Never","Very frequently","Very frequently","Very frequently","Never","Sometimes","Never","Very frequently","Very frequently","Very frequently","Very frequently","Sometimes",2,7,0,0,"Improve"
21,"Spotify",1,"Yes","No","No","Video game music","Yes","Yes",108.270400176906,"Very frequently","Very frequently","Rarely","Sometimes","Rarely","Sometimes","Sometimes","Never","Never","Very frequently","Rarely","Sometimes","Never","Sometimes","Sometimes","Very frequently",0,6,0,4,"Improve"
19,"I do not use a streaming service.",0,"No","No","No","Classical","Yes","Yes",117.723780415189,"Very frequently","Rarely","Sometimes","Rarely","Rarely","Sometimes","Rarely","Rarely","Rarely","Rarely","Never","Rarely","Rarely","Rarely","Rarely","Rarely",0,0,0,0,"Improve"
20,"Spotify",2,"Yes","Yes","Yes","Rap","Yes","Yes",106.930249422396,"Sometimes","Never","Rarely","Never","Never","Sometimes","Sometimes","Never","Never","Rarely","Never","Sometimes","Sometimes","Very frequently","Sometimes","Sometimes",7,5,1,3,"Improve"
21,"Other streaming service",0.1,"Yes","Yes","No","Folk","No","Yes",113.25452109374,"Sometimes","Never","Never","Very frequently","Sometimes","Rarely","Never","Never","Never","Never","Never","Rarely","Never","Rarely","Sometimes","Never",7,5,3,1,"No effect"
21,"Spotify",12,"Yes","No","No","Rock","Yes","Yes",160,"Sometimes","Rarely","Very frequently","Rarely","Rarely","Sometimes","Sometimes","Rarely","Never","Sometimes","Very frequently","Sometimes","Rarely","Sometimes","Very frequently","Rarely",7,10,4,7,"Worsen"
20,"Spotify",1,"Yes","No","No","Pop","Yes","No",121,"Rarely","Never","Never","Very frequently","Never","Rarely","Rarely","Rarely","Never","Sometimes","Rarely","Very frequently","Rarely","Rarely","Very frequently","Never",3,2,3,0,"Improve"
21,"Apple Music",1,"Yes","No","No","Rock","No","No",105,"Sometimes","Never","Rarely","Never","Never","Rarely","Rarely","Never","Never","Never","Rarely","Sometimes","Never","Never","Very frequently","Rarely",5,1,1,9,"Improve"
25,"Spotify",3,"Yes","No","No","Rock","No","No",110,"Never","Rarely","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes","Never","Rarely","Never","Never","Very frequently","Sometimes",8,9,4,10,"Improve"
33,"Spotify",2,"Yes","No","No","Metal","Yes","Yes",134,"Rarely","Never","Never","Sometimes","Never","Sometimes","Rarely","Never","Never","Never","Very frequently","Sometimes","Sometimes","Sometimes","Very frequently","Sometimes",4,8,0,0,"Improve"
20,"Spotify",2,"Yes","No","No","Rock","Yes","Yes",148,"Rarely","Rarely","Rarely","Rarely","Never","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Very frequently","Very frequently","Sometimes","Sometimes","Very frequently","Rarely",7,9,7,0,"Improve"
17,"Spotify",3,"Yes","Yes","No","Rock","Yes","No",120,"Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Rarely","Never","Rarely","Very frequently","Very frequently","Never","Rarely","Very frequently","Never",1,5,6,4,"No effect"
24,"YouTube Music",1,"No","No","No","Jazz","Yes","Yes",122,"Rarely","Never","Sometimes","Rarely","Never","Never","Sometimes","Rarely","Never","Rarely","Rarely","Sometimes","Rarely","Never","Sometimes","Very frequently",3,2,1,0,"No effect"
26,"Spotify",3,"Yes","Yes","Yes","Jazz","Yes","Yes",90,"Rarely","Rarely","Rarely","Rarely","Never","Sometimes","Very frequently","Never","Sometimes","Rarely","Very frequently","Rarely","Sometimes","Rarely","Very frequently","Rarely",6,8,0,0,"Improve"
17,"YouTube Music",3,"Yes","No","No","Rock","No","No",122,"Rarely","Rarely","Never","Rarely","Never","Rarely","Rarely","Never","Never","Rarely","Very frequently","Sometimes","Never","Sometimes","Very frequently","Very frequently",6,3,6,0,"Improve"
16,"Spotify",5,"Yes","Yes","Yes","Metal","Yes","Yes",129,"Sometimes","Never","Never","Rarely","Never","Rarely","Sometimes","Never","Never","Rarely","Very frequently","Sometimes","Never","Sometimes","Very frequently","Sometimes",7,4,8,0,"Improve"
27,"Spotify",8,"Yes","No","No","Metal","Yes","No",132,"Never","Never","Rarely","Never","Never","Sometimes","Never","Never","Never","Never","Very frequently","Very frequently","Very frequently","Rarely","Sometimes","Never",2,6,9,1,"No effect"
28,"Spotify",4,"Yes","No","No","Hip hop","Yes","Yes",178,"Rarely","Sometimes","Sometimes","Rarely","Never","Very frequently","Never","Never","Very frequently","Sometimes","Rarely","Very frequently","Rarely","Very frequently","Sometimes","Rarely",8,5,3,8,"Improve"
48,"I do not use a streaming service.",5,"Yes","No","Yes","Rock","Yes","Yes",123.358530380001,"Very frequently","Sometimes","Sometimes","Very frequently","Never","Sometimes","Rarely","Never","Rarely","Never","Rarely","Rarely","Rarely","Rarely","Very frequently","Rarely",3,3,0,0,"Improve"
19,"Spotify",3,"Yes","No","No","Rap","No","Yes",115,"Never","Never","Rarely","Rarely","Never","Sometimes","Never","Rarely","Never","Very frequently","Sometimes","Very frequently","Sometimes","Very frequently","Sometimes","Sometimes",7,5,3,3,"Improve"
21,"YouTube Music",4,"Yes","No","No","Rock","Yes","Yes",137,"Sometimes","Very frequently","Rarely","Very frequently","Never","Sometimes","Never","Never","Never","Rarely","Sometimes","Very frequently","Sometimes","Sometimes","Very frequently","Rarely",4,8,2,3,"Improve"
21,"I do not use a streaming service.",1,"Yes","Yes","No","Classical","No","No",92,"Very frequently","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Rarely",3,0,0,5,"Improve"
15,"Spotify",4,"Yes","No","No","Metal","Yes","Yes",140,"Rarely","Never","Sometimes","Rarely","Never","Rarely","Never","Rarely","Never","Never","Very frequently","Sometimes","Sometimes","Sometimes","Very frequently","Rarely",10,7,3,2,"Improve"
20,"Spotify",1,"No","No","No","Rock","Yes","Yes",130,"Sometimes","Sometimes","Rarely","Very frequently","Rarely","Rarely","Very frequently","Never","Never","Never","Never","Very frequently","Rarely","Rarely","Very frequently","Never",10,4,8,0,"Improve"
21,"YouTube Music",2,"Yes","Yes","No","Video game music","No","Yes",107.687636141606,"Sometimes","Never","Rarely","Sometimes","Rarely","Never","Rarely","Never","Sometimes","Sometimes","Rarely","Very frequently","Sometimes","Never","Very frequently","Very frequently",2,2,0,0,"Improve"
22,"Spotify",6,"Yes","No","No","Folk","Yes","No",63,"Never","Rarely","Sometimes","Very frequently","Never","Rarely","Rarely","Never","Sometimes","Sometimes","Never","Rarely","Rarely","Rarely","Very frequently","Sometimes",8,7,7,3,"Improve"
22,"Spotify",2,"No","No","No","Rock","No","No",119,"Rarely","Never","Never","Never","Never","Rarely","Rarely","Rarely","Never","Never","Very frequently","Very frequently","Never","Never","Very frequently","Sometimes",10,5,2,8,"Improve"
31,"Spotify",1,"Yes","No","No","Rock","Yes","No",141.156337676279,"Very frequently","Rarely","Sometimes","Rarely","Never","Rarely","Rarely","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Never","Very frequently","Very frequently","Very frequently",9,10,10,6,"No effect"
20,"YouTube Music",4,"Yes","Yes","No","Metal","Yes","No",180,"Rarely","Sometimes","Never","Never","Never","Never","Rarely","Never","Never","Never","Very frequently","Never","Never","Never","Very frequently","Sometimes",5,2,1,6,"Improve"
49,"I do not use a streaming service.",8,"Yes","Yes","Yes","Classical","No","No",68,"Very frequently","Never","Never","Never","Never","Never","Rarely","Never","Never","Never","Rarely","Rarely","Never","Never","Rarely","Never",4,8,9,1,"Improve"
42,"Spotify",2,"Yes","No","No","Metal","Yes","Yes",85,"Sometimes","Rarely","Never","Never","Rarely","Rarely","Never","Sometimes","Sometimes","Rarely","Very frequently","Very frequently","Sometimes","Never","Very frequently","Very frequently",7,8,5,3,"Improve"
26,"Spotify",2,"Yes","No","No","EDM","Yes","Yes",128,"Rarely","Sometimes","Very frequently","Sometimes","Never","Sometimes","Rarely","Never","Sometimes","Rarely","Rarely","Sometimes","Rarely","Sometimes","Very frequently","Never",2,2,0,3,"No effect"
17,"Spotify",10,"Yes","No","Yes","K pop","Yes","Yes",150,"Rarely","Sometimes","Rarely","Rarely","Never","Very frequently","Never","Very frequently","Rarely","Sometimes","Very frequently","Very frequently","Sometimes","Very frequently","Very frequently","Sometimes",10,3,0,4,"Improve"
30,"I do not use a streaming service.",0,"No","No","No","Metal","No","No",0,"Rarely","Never","Rarely","Never","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never","Rarely","Rarely","Rarely",10,10,10,9,"Improve"
23,"Spotify",6,"Yes","No","No","Folk","Yes","Yes",92,"Sometimes","Sometimes","Rarely","Sometimes","Never","Sometimes","Sometimes","Sometimes","Rarely","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Rarely",3,7,7,4,"No effect"
30,"Apple Music",3,"Yes","No","No","EDM","Yes","Yes",121,"Rarely","Never","Very frequently","Never","Rarely","Sometimes","Never","Very frequently","Never","Never","Rarely","Very frequently","Sometimes","Sometimes","Sometimes","Never",7,5,7,7,"Improve"
31,"Spotify",2,"Yes","No","No","Metal","No","Yes",155,"Rarely","Sometimes","Never","Very frequently","Never","Rarely","Rarely","Never","Never","Never","Very frequently","Very frequently","Very frequently","Rarely","Very frequently","Sometimes",7,4,8,8,"Improve"
42,"Other streaming service",0.25,"No","Yes","No","Classical","Yes","Yes",150,"Very frequently","Rarely","Never","Never","Never","Never","Sometimes","Never","Rarely","Never","Rarely","Sometimes","Rarely","Rarely","Sometimes","Never",7,9,4,5,"Improve"
34,"YouTube Music",2,"No","No","No","Metal","Yes","No",136,"Sometimes","Rarely","Never","Sometimes","Never","Rarely","Rarely","Rarely","Rarely","Never","Very frequently","Sometimes","Rarely","Rarely","Very frequently","Never",5,9,9,6,"Improve"
21,"YouTube Music",2,"Yes","No","No","Pop","Yes","No",121,"Sometimes","Never","Very frequently","Rarely","Never","Rarely","Rarely","Rarely","Sometimes","Rarely","Sometimes","Very frequently","Very frequently","Rarely","Sometimes","Sometimes",5,4,10,7,"No effect"
27,"YouTube Music",3,"Yes","No","No","Pop","No","No",113,"Rarely","Rarely","Rarely","Rarely","Never","Very frequently","Rarely","Rarely","Rarely","Rarely","Rarely","Very frequently","Very frequently","Sometimes","Sometimes","Rarely",7,2,0,1,"Improve"
18,"Spotify",6,"Yes","No","No","Folk","Yes","Yes",80,"Never","Very frequently","Very frequently","Very frequently","Sometimes","Sometimes","Rarely","Rarely","Rarely","Sometimes","Sometimes","Very frequently","Sometimes","Sometimes","Very frequently","Sometimes",8,6,0,2,"Improve"
26,"Spotify",3,"No","No","No","Metal","Yes","No",140,"Rarely","Very frequently","Never","Very frequently","Rarely","Sometimes","Sometimes","Never","Never","Rarely","Very frequently","Rarely","Rarely","Sometimes","Very frequently","Rarely",1,3,10,0,"No effect"
37,"Spotify",2,"Yes","No","No","Rock","Yes","No",100,"Never","Never","Never","Never","Never","Rarely","Never","Never","Never","Never","Sometimes","Sometimes","Rarely","Rarely","Sometimes","Never",8,10,10,2,"Worsen"
26,"Spotify",5,"Yes","Yes","No","Folk","Yes","Yes",92,"Sometimes","Rarely","Rarely","Very frequently","Never","Very frequently","Very frequently","Never","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Very frequently","Very frequently","Rarely",4,7,6,0,"No effect"
19,"Spotify",4,"No","No","No","Pop","No","Yes",120,"Never","Never","Sometimes","Never","Never","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Never","Very frequently","Sometimes","Sometimes","Sometimes","Sometimes",9,6,3,0,"No effect"
22,"Spotify",4,"Yes","No","No","Rock","Yes","No",93,"Never","Rarely","Never","Never","Never","Rarely","Never","Never","Never","Rarely","Sometimes","Very frequently","Rarely","Rarely","Very frequently","Very frequently",10,7,4,4,"Improve"
43,"I do not use a streaming service.",0,"No","No","No","Rock","No","No",120.117571559708,"Rarely","Never","Never","Never","Never","Rarely","Never","Never","Never","Never","Never","Sometimes","Rarely","Rarely","Sometimes","Never",1,2,2,0,"No effect"
24,"I do not use a streaming service.",12,"Yes","Yes","Yes","Rock","Yes","No",136,"Sometimes","Rarely","Never","Sometimes","Rarely","Rarely","Rarely","Never","Rarely","Never","Very frequently","Very frequently","Rarely","Rarely","Very frequently","Very frequently",7,10,0,8,"Improve"
21,"I do not use a streaming service.",0.5,"No","No","No","Pop","No","No",108,"Never","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never","Never","Sometimes","Never","Never","Never","Never",10,2,1,10,"Worsen"
28,"I do not use a streaming service.",1,"Yes","No","No","Rock","No","No",147,"Rarely","Rarely","Never","Rarely","Never","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never","Sometimes","Never",2,1,2,2,"Improve"
23,"YouTube Music",3,"Yes","No","No","R&B","Yes","Yes",93,"Very frequently","Never","Never","Very frequently","Never","Very frequently","Very frequently","Never","Rarely","Very frequently","Rarely","Very frequently","Very frequently","Very frequently","Sometimes","Rarely",3,10,0,0,"No effect"
20,"Apple Music",12,"No","No","No","Rock","Yes","Yes",98,"Never","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Never","Never","Sometimes","Very frequently","Sometimes","Sometimes","Very frequently","Sometimes",7,10,2,0,"Improve"
17,"Spotify",4,"Yes","Yes","Yes","Metal","No","No",120,"Never","Rarely","Very frequently","Never","Never","Never","Rarely","Never","Never","Rarely","Very frequently","Sometimes","Never","Never","Very frequently","Sometimes",4,2,0,0,"Improve"
19,"Spotify",3,"Yes","No","No","R&B","No","No",130,"Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Never","Never","Never","Sometimes","Sometimes","Sometimes","Sometimes","Rarely",4,2,5,3,"Improve"
18,"YouTube Music",4,"No","No","No","Folk","Yes","Yes",123,"Sometimes","Very frequently","Sometimes","Very frequently","Rarely","Sometimes","Sometimes","Never","Never","Sometimes","Very frequently","Very frequently","Rarely","Rarely","Very frequently","Very frequently",8,6,4,0,"Improve"
20,"Other streaming service",2,"Yes","Yes","Yes","Rock","Yes","No",135,"Sometimes","Rarely","Never","Rarely","Never","Never","Rarely","Rarely","Never","Never","Never","Very frequently","Never","Never","Very frequently","Sometimes",2,2,0,0,"No effect"
27,"Spotify",3,"Yes","No","No","Rock","Yes","Yes",105,"Rarely","Never","Very frequently","Rarely","Never","Rarely","Rarely","Never","Never","Very frequently","Very frequently","Rarely","Rarely","Rarely","Very frequently","Very frequently",8,7,9,3,"Improve"
26,"Spotify",1,"Yes","No","No","Rock","Yes","Yes",124.508249767466,"Rarely","Rarely","Sometimes","Sometimes","Never","Never","Never","Never","Rarely","Very frequently","Rarely","Very frequently","Rarely","Rarely","Very frequently","Sometimes",6,1,0,4,"No effect"
24,"Spotify",2,"Yes","No","No","Pop","Yes","Yes",115,"Never","Never","Never","Never","Never","Sometimes","Rarely","Rarely","Never","Rarely","Never","Very frequently","Very frequently","Sometimes","Rarely","Rarely",6,6,3,6,"Improve"
20,"Spotify",1,"Yes","No","No","K pop","Yes","Yes",120,"Sometimes","Never","Rarely","Never","Sometimes","Never","Rarely","Very frequently","Never","Sometimes","Never","Very frequently","Sometimes","Never","Rarely","Never",8,7,1,1,"No effect"
