"Age","Primary.streaming.service","Hours.per.day","While.working","Instrumentalist","Composer","Fav.genre","Exploratory","Foreign.languages","BPM","Frequency..Classical.","Frequency..Country.","Frequency..EDM.","Frequency..Folk.","Frequency..Gospel.","Frequency..Hip.hop.","Frequency..Jazz.","Frequency..K.pop.","Frequency..Latin.","Frequency..Lofi.","Frequency..Metal.","Frequency..Pop.","Frequency..R.B.","Frequency..Rap.","Frequency..Rock.","Frequency..Video.game.music.","Anxiety","Depression","Insomnia","OCD","Music.effects"
35,"Spotify",3,"No","Yes","No","Folk","Yes","No",0,"3","3","1","3","1","1","2","1","1","2","1","2","1","1","3","3",8,2,2,8,"No effect"
18,"Spotify",1.5,"No","No","No","Hip hop","No","No",150,"1","1","1","1","1","3","3","1","1","3","1","4","1","3","3","1",3,7,4,0,"Improve"
21,"I do not use a streaming service.",10,"Yes","No","No","Pop","Yes","No",112,"1","2","1","1","1","2","1","1","1","1","1","3","2","1","3","1",9,7,5,5,"Improve"
22,"I do not use a streaming service.",2,"Yes","No","No","Video game music","No","Yes",121.700793572518,"1","1","2","1","1","3","2","1","2","1","1","4","1","2","3","4",5,3,0,0,"Improve"
23,"Spotify",3,"Yes","Yes","Yes","Rock","Yes","Yes",66,"2","2","1","4","1","3","3","1","1","1","4","4","4","3","4","1",10,7,0,10,"Improve"
13,"Spotify",2.5,"Yes","No","No","Folk","No","No",118,"1","3","1","4","1","1","1","1","1","1","1","4","1","1","1","1",8,0,0,3,"Improve"
19,"Spotify",3,"Yes","No","No","K pop","Yes","Yes",110,"3","2","2","3","1","2","1","4","1","3","1","4","4","4","4","1",6,0,3,0,"Improve"
33,"YouTube Music",0.5,"Yes","Yes","No","Rock","No","No",80,"3","1","2","1","1","1","2","1","1","2","3","2","1","1","3","2",7,9,4,6,"Improve"
18,"Spotify",16,"Yes","No","Yes","Jazz","Yes","Yes",90,"3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","2",3,2,5,6,"Improve"
17,"YouTube Music",6,"Yes","Yes","No","Classical","Yes","Yes",120,"4","2","1","1","1","2","3","2","1","3","1","4","1","1","1","2",4,2,0,0,"Improve"
16,"Spotify",3,"Yes","No","No","EDM","Yes","Yes",100,"2","1","4","1","1","4","3","4","1","2","3","4","2","4","4","4",4,2,0,0,"Improve"
18,"YouTube Music",0.5,"No","No","No","Rock","Yes","No",66,"2","1","1","3","1","1","1","1","1","1","1","3","2","1","4","1",5,3,1,0,"No effect"
19,"Spotify",5,"Yes","No","No","K pop","Yes","Yes",158,"2","3","3","1","1","2","2","4","2","1","1","4","4","2","2","2",4,2,2,1,"Improve"
15,"YouTube Music",2,"No","Yes","No","Rap","Yes","Yes",105,"4","3","1","4","3","4","3","3","1","4","3","2","4","4","3","4",4,0,6,5,"No effect"
17,"Spotify",2,"Yes","No","No","Pop","Yes","Yes",208,"1","1","1","1","1","2","1","2","1","1","4","4","1","4","4","4",7,6,3,1,"Improve"
25,"Spotify",2,"Yes","No","No","Lofi","Yes","Yes",91,"3","2","3","2","1","4","4","2","3","4","1","3","2","3","4","3",7,8,6,2,"Improve"
24,"Other streaming service",1.5,"Yes","No","No","Video game music","No","Yes",171,"3","2","4","2","3","3","3","4","2","4","4","4","3","3","4","4",3,4,1,1,"Improve"
23,"Spotify",1,"Yes","Yes","No","Jazz","Yes","No",150,"2","2","4","1","2","1","4","2","2","1","3","2","3","1","4","3",9,7,2,1,"Improve"
16,"Spotify",10,"Yes","Yes","No","EDM","Yes","Yes",180,"2","2","4","3","1","2","3","2","1","2","2","4","3","3","3","3",10,9,3,2,"Improve"
25,"YouTube Music",2,"Yes","No","No","Metal","Yes","Yes",128.793991667222,"2","2","2","2","3","2","3","1","2","2","4","3","2","2","4","3",9,9,7,3,"Improve"
16,"Spotify",15,"Yes","Yes","Yes","EDM","Yes","No",85,"2","1","4","1","1","2","2","1","1","2","3","3","1","4","4","3",8,10,9,2,"Improve"
20,"I do not use a streaming service.",0.5,"No","No","No","Metal","Yes","Yes",150,"3","2","3","1","1","3","3","1","1","3","3","2","2","2","3","3",8,9,6,4,"Improve"
17,"Spotify",3,"Yes","No","No","Metal","Yes","No",104,"1","2","2","1","3","3","1","1","1","1","4","1","2","3","4","1",5,6,9,9,"Improve"
29,"I do not use a streaming service.",2,"Yes","No","No","Metal","Yes","No",137.227080615432,"1","1","1","1","1","1","1","1","1","1","4","3","1","1","4","1",9,3,7,2,"Improve"
20,"Spotify",4,"Yes","No","No","Hip hop","Yes","No",85,"1","2","4","2","1","4","1","1","1","1","1","3","3","4","3","1",3,2,1,6,"Improve"
16,"Spotify",2,"Yes","No","No","Folk","Yes","No",129.415317524066,"1","1","1","4","1","2","1","1","1","1","3","4","1","2","3","1",7,7,4,0,"Improve"
21,"Spotify",1,"Yes","No","No","Rock","Yes","No",147,"2","3","3","3","1","3","2","2","2","2","2","4","1","3","4","4",7,9,1,2,"Improve"
16,"Spotify",24,"Yes","No","No","Rock","Yes","Yes",120,"1","1","2","1","1","1","1","2","2","2","2","2","2","2","3","2",5,1,9,1,"Improve"
43,"Spotify",1,"Yes","No","No","Pop","Yes","No",134,"3","1","1","3","2","3","2","1","1","2","1","4","2","2","3","1",3,3,0,0,"Improve"
32,"Pandora",2,"Yes","Yes","No","Classical","Yes","No",109.826168280545,"4","3","2","4","3","3","3","2","3","2","4","4","3","2","4","4",8,7,5,4,"Improve"
10,"YouTube Music",2,"Yes","Yes","No","Pop","Yes","Yes",112,"4","1","2","1","1","2","2","4","1","2","1","4","1","2","1","4",8,2,1,1,"Improve"
27,"Spotify",3,"Yes","No","No","Metal","Yes","Yes",200,"2","2","3","1","1","3","1","3","2","3","4","3","2","4","4","4",4,0,0,0,"Improve"
24,"Spotify",3,"Yes","Yes","No","Classical","No","Yes",75,"4","1","1","1","2","2","1","1","3","2","3","2","1","2","1","1",9,6,1,1,"Improve"
18,"Spotify",2,"Yes","No","No","Hip hop","Yes","Yes",20,"2","1","2","1","2","4","2","4","3","1","1","3","4","4","1","1",10,7,2,0,"Improve"
17,"Apple Music",7,"Yes","No","No","Rock","No","No",140,"1","1","1","1","1","1","1","1","1","3","1","4","1","1","4","3",8,7,7,4,"Improve"
19,"Spotify",6,"Yes","No","No","Metal","Yes","No",111,"3","1","1","1","1","1","1","1","1","1","4","2","1","1","4","3",1,0,0,0,"Improve"
16,"YouTube Music",3,"Yes","No","No","Rock","Yes","Yes",150,"3","1","3","1","1","2","2","2","1","2","3","3","3","3","4","3",5,7,1,4,"Improve"
64,"Other streaming service",5,"Yes","No","Yes","Rock","Yes","No",110.073339531461,"3","2","1","2","3","3","4","3","1","2","3","2","3","2","4","1",7,6,9,2,"Improve"
33,"Apple Music",4,"Yes","Yes","Yes","Lofi","Yes","Yes",114,"3","2","2","3","1","3","3","2","2","4","4","3","2","3","3","3",8,8,2,2,"Improve"
32,"I do not use a streaming service.",3,"Yes","Yes","No","Rock","No","Yes",93,"4","3","3","3","1","1","4","2","2","1","4","2","1","2","4","2",2,2,8,0,"No effect"
15,"Pandora",2,"Yes","Yes","No","Pop","Yes","No",145,"2","3","1","1","1","1","1","2","4","1","1","4","3","3","1","1",6,0,0,2,"Improve"
27,"YouTube Music",3,"Yes","No","No","Metal","Yes","Yes",100,"4","4","1","2","1","2","1","1","1","1","4","3","1","2","4","2",2,0,1,0,"Improve"
20,"I do not use a streaming service.",2,"Yes","No","No","Rock","Yes","No",114,"2","2","1","3","1","1","2","1","1","1","2","3","2","1","4","3",6,2,6,7,"No effect"
23,"I do not use a streaming service.",2,"Yes","No","No","Pop","Yes","Yes",109,"2","4","1","2","4","4","3","2","1","2","1","4","4","4","4","3",6,1,0,5,"Improve"
19,"Apple Music",3,"No","Yes","No","Classical","Yes","No",116.861660359484,"4","2","1","2","2","3","2","1","1","1","2","3","1","1","4","3",7,6,4,0,"Improve"
12,"YouTube Music",2,"Yes","Yes","Yes","Classical","No","No",106.970395363873,"4","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1",0,0,3,0,"Improve"
16,"Other streaming service",3,"Yes","Yes","Yes","Classical","No","No",72,"4","2","1","1","2","1","1","1","1","1","1","4","1","1","1","2",9,7,10,6,"No effect"
17,"Other streaming service",0,"No","No","No","Video game music","No","Yes",89,"1","1","1","1","1","1","1","1","1","4","1","1","1","1","1","4",10,0,0,0,"No effect"
14,"Spotify",1,"Yes","Yes","No","Pop","Yes","No",140,"2","2","4","2","2","3","3","3","2","3","2","4","3","3","3","3",6,6,3,0,"Improve"
32,"Spotify",2,"Yes","No","No","Metal","Yes","No",84,"2","2","4","2","2","2","2","2","1","3","4","3","2","2","3","4",4,3,1,6,"Improve"
20,"Spotify",2,"Yes","Yes","No","Pop","No","Yes",132,"1","1","1","1","1","2","1","1","1","1","1","1","1","2","2","2",6,2,2,1,"No effect"
54,"I do not use a streaming service.",6,"Yes","No","No","Classical","No","No",125.449402122506,"4","3","1","1","1","3","2","2","2","1","2","3","3","2","2","1",2,2,3,2,"Improve"
18,"Spotify",5,"Yes","No","No","K pop","Yes","Yes",124,"1","2","2","1","1","2","2","4","2","2","1","4","2","3","3","1",7,4,5,6,"Improve"
14,"Spotify",2,"Yes","Yes","No","Classical","Yes","No",181,"4","1","1","1","1","2","1","1","1","2","3","3","1","2","4","2",7,5,3,2,"Improve"
13,"Other streaming service",4,"Yes","Yes","Yes","Classical","Yes","No",126,"4","1","3","2","1","1","2","2","1","1","2","4","1","1","3","3",8,5,10,3,"Improve"
19,"Apple Music",8,"Yes","No","Yes","Country","Yes","No",109,"1","4","1","2","1","1","1","1","1","1","2","2","1","2","3","2",7,5,6,5,"Improve"
14,"Spotify",4,"Yes","Yes","No","Classical","Yes","No",106,"4","1","2","1","1","3","3","2","2","2","3","3","3","3","3","2",6,8,8,2,"Improve"
18,"Apple Music",2,"Yes","Yes","No","Rap","Yes","Yes",170,"4","1","3","1","1","4","3","2","4","3","2","3","3","4","2","3",3,2,0,2,"Improve"
15,"Spotify",5,"Yes","No","No","Folk","Yes","Yes",87,"2","3","1","4","2","3","1","1","1","3","1","1","1","3","2","2",6,7,7,4,"Improve"
24,"YouTube Music",6,"Yes","Yes","No","Classical","No","No",125.028934983135,"4","1","3","1","1","1","1","4","1","1","1","1","1","1","2","1",6,7,2,0,"No effect"
17,"Apple Music",2,"Yes","No","No","Pop","No","Yes",117,"2","1","1","1","1","2","2","1","1","3","2","4","4","1","1","3",9,8,4,8,"Improve"
44,"Spotify",2,"No","No","No","Rock","Yes","No",105,"3","3","3","3","2","3","2","2","1","1","3","3","3","3","4","1",7,7,2,1,"Improve"
23,"Spotify",1,"No","Yes","No","Rock","Yes","No",125.593808359816,"3","1","1","1","1","1","2","1","1","2","3","1","1","1","4","1",1,0,1,0,"Improve"
21,"Apple Music",1,"No","No","No","Rap","No","No",160,"2","2","1","1","1","3","2","1","1","2","2","3","3","3","2","1",4,3,4,5,"Improve"
57,"Other streaming service",2,"No","No","No","R&B","Yes","No",111.473006079808,"2","3","1","1","2","3","3","1","1","1","1","3","3","3","2","1",2,0,0,0,"Improve"
23,"Spotify",2,"Yes","Yes","No","Rock","Yes","Yes",141,"2","2","1","4","1","2","1","1","1","4","4","4","1","3","4","4",0,5,7,0,"No effect"
18,"Spotify",1,"Yes","Yes","No","Pop","No","Yes",105,"3","2","1","1","2","1","2","1","3","2","1","4","1","1","1","4",8,7,7,0,"Improve"
26,"Spotify",14,"Yes","No","No","Hip hop","Yes","Yes",158,"3","3","2","4","1","4","4","2","2","4","2","3","4","4","4","2",5,10,8,0,"No effect"
15,"Spotify",3,"Yes","Yes","Yes","Classical","Yes","No",118,"4","1","1","1","1","1","1","2","1","3","1","3","1","1","1","3",9,6,8,5,"Improve"
57,"YouTube Music",2,"Yes","Yes","Yes","Rock","Yes","No",125,"1","1","1","1","1","2","3","1","2","2","3","3","3","2","4","1",2,2,7,0,"No effect"
12,"Spotify",0.5,"Yes","Yes","Yes","Classical","Yes","Yes",109,"4","1","1","1","1","1","2","1","1","2","1","3","1","1","1","1",7,8,6,2,"Improve"
26,"Spotify",6,"Yes","No","No","EDM","No","Yes",156,"1","1","4","1","1","1","1","1","1","1","1","2","2","2","1","2",10,10,8,2,"No effect"
17,"Spotify",1,"Yes","Yes","No","Country","No","No",105,"1","4","1","2","2","1","2","1","1","1","2","2","2","1","3","2",8,5,2,3,"Improve"
17,"Spotify",2,"Yes","Yes","No","Classical","Yes","Yes",122.484745329329,"4","1","2","1","1","1","1","2","1","2","2","3","2","1","3","3",7,8,2,5,"Improve"
69,"Pandora",4,"Yes","Yes","Yes","Classical","Yes","Yes",72,"4","3","1","3","3","2","4","2","2","2","1","3","3","1","4","1",1,1,2,0,"Improve"
17,"Spotify",3,"Yes","Yes","Yes","R&B","Yes","Yes",148,"4","1","2","1","3","4","4","4","3","1","2","4","4","4","3","1",9,10,10,3,"No effect"
32,"Spotify",12,"Yes","Yes","Yes","Jazz","Yes","Yes",200,"1","1","3","2","1","3","4","2","1","3","1","2","3","2","1","1",9,4,4,4,"Improve"
22,"YouTube Music",3,"No","Yes","No","Classical","Yes","No",113,"4","1","1","1","1","1","3","1","1","1","1","2","1","1","2","1",8,2,4,0,"No effect"
38,"Spotify",1,"No","No","No","Metal","Yes","Yes",191,"2","1","1","3","1","1","2","1","1","1","4","1","1","1","3","2",1,1,5,1,"Improve"
18,"YouTube Music",10,"Yes","No","No","EDM","Yes","No",140,"1","1","4","3","1","3","1","1","1","3","1","4","4","4","1","1",10,9,9,8,"Improve"
14,"Spotify",5,"Yes","Yes","No","Classical","Yes","Yes",40,"4","2","2","2","2","2","2","3","2","3","1","3","3","2","2","4",3,0,2,3,"Improve"
14,"Other streaming service",0.5,"Yes","Yes","No","Video game music","Yes","Yes",173,"4","1","1","2","1","1","2","3","2","1","1","4","1","1","1","4",4,0,4,0,"Improve"
19,"Spotify",5,"Yes","Yes","Yes","Metal","Yes","Yes",180,"2","2","2","2","1","2","2","1","2","3","4","3","2","2","4","3",2,3,5,2,"Improve"
20,"YouTube Music",3,"Yes","Yes","Yes","Classical","Yes","No",100,"4","3","2","3","2","2","4","2","2","1","2","3","3","2","2","2",2,3,3,0,"Improve"
18,"Spotify",2,"No","No","No","Rock","Yes","No",123,"1","4","1","2","2","2","2","1","1","1","3","4","1","3","3","3",8,4,3,0,"Improve"
31,"I do not use a streaming service.",4,"Yes","Yes","No","Classical","Yes","Yes",55,"4","2","1","2","2","1","3","1","1","2","2","1","1","1","3","3",8,8,9,3,"Improve"
72,"Spotify",6,"Yes","Yes","Yes","Rock","No","No",77,"1","3","1","1","1","1","4","1","3","1","1","2","4","1","4","1",0,1,0,2,"Improve"
73,"Pandora",3,"Yes","No","No","R&B","Yes","Yes",4,"3","4","2","3","4","3","3","2","4","1","2","3","4","3","3","1",5,4,0,1,"Improve"
16,"Spotify",4,"Yes","No","No","Pop","Yes","Yes",150,"2","2","3","3","2","4","2","3","2","3","2","4","2","2","2","2",7.5,5,7,8.5,"Improve"
19,"YouTube Music",3,"No","Yes","No","Rap","Yes","Yes",73,"2","1","3","1","1","3","2","1","1","2","1","3","2","4","3","3",3,3,0,0,"Improve"
16,"Spotify",2,"Yes","Yes","No","Classical","No","No",155,"4","2","1","2","1","2","2","1","1","2","1","4","1","1","2","2",7,5,3,1,"Improve"
12,"Spotify",2,"Yes","Yes","Yes","Classical","Yes","Yes",107.578414200417,"4","2","1","1","2","3","2","2","1","1","1","3","1","2","3","1",8,0,1,6,"Improve"
39,"Spotify",1,"Yes","No","No","Hip hop","Yes","Yes",89,"1","2","2","3","1","4","2","2","2","3","3","4","3","4","4","1",6,4,1,1,"Improve"
15,"Spotify",6,"Yes","Yes","No","K pop","Yes","Yes",110,"3","1","2","3","1","2","3","4","3","3","2","4","3","2","4","1",8,8,7,10,"No effect"
14,"Spotify",9,"Yes","No","No","R&B","Yes","Yes",140,"4","2","2","2","2","3","2","4","2","3","2","4","4","4","2","2",10,8,9,5,"Improve"
21,"Spotify",1,"No","No","No","Country","No","No",135,"1","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1",3,0,2,0,"Improve"
38,"Apple Music",1,"Yes","No","No","Video game music","No","No",125,"2","1","1","1","1","2","3","2","2","1","2","3","2","2","2","4",5,5,7,1,"Worsen"
23,"Spotify",0.5,"No","No","Yes","Hip hop","Yes","Yes",110,"3","3","2","2","2","4","2","4","2","3","2","3","3","4","2","3",7,7,6,5,"Improve"
16,"Other streaming service",1,"No","No","No","EDM","Yes","No",140,"1","1","4","1","1","3","2","1","1","3","3","2","2","2","3","3",7,4,6,3,"Improve"
13,"Spotify",6,"Yes","No","No","Rap","Yes","No",112,"1","1","1","1","1","4","1","2","1","2","1","2","1","4","1","1",4,0,0,2,"Worsen"
16,"Spotify",4,"Yes","No","No","Rock","Yes","No",96,"2","3","3","3","1","3","2","3","1","4","4","4","1","1","4","3",3,0,6,9,"Improve"
18,"Spotify",6,"Yes","No","Yes","Rock","Yes","No",116.373753771741,"3","2","2","4","1","3","1","3","1","4","4","3","2","3","4","4",5,1,6,0,"Improve"
21,"Spotify",4,"Yes","No","No","Metal","Yes","Yes",155,"1","1","4","1","1","1","1","1","1","2","3","1","1","1","4","4",10,6,8,0,"Improve"
17,"Spotify",1.5,"Yes","No","No","Classical","Yes","Yes",174,"4","2","1","2","1","1","3","1","1","3","1","4","2","1","1","1",7,5,1,2,"No effect"
24,"Apple Music",2,"Yes","No","No","Rock","Yes","Yes",93,"2","3","1","4","1","3","3","1","2","3","1","2","2","3","4","1",7,7,0,4,"No effect"
14,"Apple Music",2,"Yes","No","No","Pop","Yes","No",78,"2","1","1","3","1","3","1","2","4","2","2","4","3","3","2","1",6,0,0,0,"Improve"
25,"Spotify",4,"Yes","No","No","Rock","Yes","Yes",126.396554891784,"3","2","2","4","2","3","3","2","2","3","3","3","2","3","4","4",6,2,3,2,"Improve"
22,"Spotify",3,"Yes","No","No","Lofi","Yes","Yes",174,"2","4","3","2","2","2","2","2","2","4","2","2","2","2","2","2",7,6,7,9,"Improve"
20,"I do not use a streaming service.",4,"Yes","No","No","Rock","Yes","Yes",120,"2","1","3","1","1","2","1","4","2","2","3","4","2","2","4","2",5,7,7,0,"No effect"
23,"Spotify",2,"Yes","No","No","Pop","No","No",75,"3","2","2","3","1","4","3","1","1","1","1","4","4","4","3","3",7,6,4,3,"Improve"
61,"Pandora",2,"Yes","No","No","Rock","Yes","No",94,"1","1","1","2","1","1","1","2","1","1","3","3","2","1","3","1",2,2,2,0,"Improve"
24,"Spotify",6,"Yes","No","No","Video game music","No","Yes",180,"3","1","3","4","1","1","1","2","1","2","3","2","1","1","4","4",9,5,0,7,"Improve"
34,"Spotify",0,"No","Yes","No","Rock","No","Yes",115,"2","2","1","3","1","1","1","1","1","1","2","1","1","1","4","1",3,7,8,0,"Worsen"
49,"Spotify",1,"No","No","No","Pop","Yes","No",128,"3","1","1","1","1","4","2","1","1","4","1","4","4","4","3","1",4,5,9,1,"Improve"
33,"I do not use a streaming service.",4,"Yes","Yes","No","Rock","Yes","Yes",112,"2","3","2","2","2","2","2","1","1","4","2","3","2","2","4","4",1,0,7,0,"Improve"
22,"I do not use a streaming service.",2,"No","Yes","Yes","Metal","No","No",140,"1","1","2","1","1","1","1","1","1","1","4","2","2","1","4","4",3,2,0,2,"No effect"
38,"Spotify",3,"Yes","No","No","Metal","Yes","Yes",143,"2","1","1","1","1","1","1","1","1","1","4","1","1","2","3","1",1,6,1,2,"Improve"
23,"YouTube Music",4,"No","No","No","Hip hop","Yes","No",72,"2","2","1","2","1","4","2","1","1","3","2","4","3","3","3","2",8,10,4,0,"No effect"
34,"I do not use a streaming service.",2,"No","No","No","Video game music","No","Yes",100,"2","2","2","1","1","3","2","2","1","2","2","1","1","3","2","4",8,10,10,0,"No effect"
40,"Other streaming service",3,"Yes","No","No","Metal","Yes","Yes",120,"1","1","1","1","1","1","3","1","3","1","4","2","2","1","3","1",3,0,8,1,"No effect"
27,"Spotify",1,"No","No","No","Hip hop","Yes","No",112.505032972953,"3","1","2","1","1","4","2","1","1","2","1","3","4","4","1","1",3,4,1,0,"Improve"
54,"YouTube Music",10,"Yes","No","No","Rock","Yes","No",124.666208763891,"3","3","1","2","1","1","2","1","1","1","2","2","3","1","3","1",2,1,2,2,"Improve"
16,"Spotify",10,"No","No","No","Rock","Yes","No",105,"2","4","1","4","2","2","3","1","1","1","4","3","2","2","4","1",0,0,0,0,"No effect"
23,"I do not use a streaming service.",10,"Yes","No","No","Video game music","No","Yes",119,"2","1","3","3","1","2","1","3","1","3","2","3","1","2","3","4",8,8,5,0,"Improve"
35,"Spotify",4,"No","No","No","Country","Yes","No",129.415317524066,"1","4","1","2","1","1","1","1","1","1","3","3","1","1","3","2",1,1,1,0,"No effect"
22,"YouTube Music",4,"Yes","No","No","Folk","Yes","Yes",137,"2","3","4","4","1","3","3","1","2","3","4","4","3","3","4","3",8,7,6,2,"Improve"
41,"Spotify",3,"No","No","No","Metal","Yes","Yes",178,"4","2","1","2","1","1","1","3","1","1","4","2","1","2","3","4",6,5,4,0,"No effect"
63,"Spotify",2,"Yes","No","No","Rock","Yes","No",133,"4","3","2","4","1","2","3","1","2","1","1","1","2","1","4","1",5,4,6,2,"Improve"
28,"Spotify",1,"No","Yes","No","Rock","Yes","No",72,"2","2","1","2","1","2","1","1","1","3","2","3","1","2","3","1",3,1,0,2,"No effect"
22,"Spotify",6,"Yes","Yes","No","Country","Yes","No",130.507889661017,"2","4","3","4","2","3","3","1","2","3","3","3","2","3","4","3",4,8,2,2,"Improve"
58,"YouTube Music",1,"Yes","No","No","Rock","Yes","No",133,"2","3","2","3","3","3","3","1","2","2","3","2","3","3","3","1",5,6,3,1,"Improve"
58,"YouTube Music",1,"Yes","Yes","Yes","Classical","Yes","No",80,"3","2","1","2","3","2","3","2","2","1","1","2","1","1","1","1",0,0,2,1,"Improve"
67,"Other streaming service",4,"Yes","No","No","Rock","No","No",146,"1","3","1","1","1","1","3","1","1","1","2","1","2","1","4","1",7,6,7,4,"Improve"
70,"I do not use a streaming service.",2,"Yes","No","No","Country","No","No",88,"3","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1",8,5,6,1,"Improve"
60,"YouTube Music",2,"Yes","No","No","Rock","No","Yes",132,"3","3","1","3","2","1","2","1","2","1","2","3","3","2","4","2",4,4,2,0,"Improve"
15,"Spotify",2,"Yes","Yes","Yes","Pop","Yes","No",102,"2","2","3","1","3","2","3","3","1","1","1","4","3","1","3","4",9,8,10,9,"Improve"
18,"YouTube Music",6,"Yes","No","No","EDM","Yes","Yes",91,"4","2","4","2","3","4","3","1","3","4","3","4","4","4","3","4",5,5,7,0,"Improve"
58,"Other streaming service",3,"Yes","No","No","Hip hop","Yes","Yes",127,"3","1","3","2","3","4","4","1","3","4","1","2","4","3","3","1",4,6,8,1,"Improve"
28,"Other streaming service",1,"Yes","No","No","Lofi","Yes","Yes",82,"3","2","2","2","2","3","3","2","3","4","2","3","3","2","3","3",4,8,5,0,"Improve"
22,"Spotify",4,"Yes","Yes","No","Lofi","Yes","No",141,"2","2","1","3","1","2","3","1","1","4","2","3","2","2","4","1",9,10,6,7,"Improve"
49,"YouTube Music",0.5,"No","No","No","Classical","No","No",114,"4","3","2","3","4","3","3","2","2","1","2","3","3","3","2","2",3,2,2,2,"Improve"
20,"YouTube Music",8,"Yes","No","No","Rock","Yes","Yes",148,"1","2","2","3","1","1","2","1","1","2","3","2","3","1","4","3",6,2,2,1,"Improve"
55,"YouTube Music",15,"Yes","No","No","Rock","No","No",156,"2","1","1","4","1","1","3","1","2","1","1","2","1","1","4","1",2,0,3,0,"No effect"
48,"Spotify",1.5,"Yes","Yes","No","Metal","No","No",185,"2","1","2","1","1","1","2","1","1","1","3","1","2","1","2","2",10,8,0,4,"Improve"
14,"Spotify",2,"Yes","Yes","No","K pop","Yes","Yes",114,"3","1","2","1","1","3","3","4","1","3","1","2","2","2","1","2",4,4,2,2,"Improve"
18,"Spotify",3,"Yes","Yes","No","Pop","Yes","Yes",120,"3","1","3","2","1","4","3","4","4","3","2","4","4","4","3","3",7,8,6,2,"Improve"
25,"Spotify",1,"Yes","No","No","Pop","Yes","Yes",80,"4","2","2","2","1","3","3","1","1","2","4","4","2","3","3","3",7,6,5,5,"Improve"
71,"I do not use a streaming service.",0.25,"Yes","No","No","Gospel","No","Yes",103.240221737288,"3","2","1","2","3","1","1","1","3","1","1","2","2","1","2","1",1,0,0,0,"Improve"
60,"YouTube Music",1,"No","Yes","Yes","Gospel","No","No",89.3579376777098,"3","2","1","1","4","2","1","1","1","1","1","1","1","2","2","1",6,2,8,0,"Improve"
18,"I do not use a streaming service.",1,"Yes","No","Yes","Video game music","No","No",116,"2","2","3","3","1","2","3","1","1","1","3","1","2","3","3","4",4,5,7,0,"No effect"
19,"Spotify",5,"Yes","No","No","Hip hop","No","Yes",99,"2","4","3","2","2","4","1","2","4","1","2","3","3","4","2","3",10,7,0,0,"Improve"
74,"I do not use a streaming service.",1,"No","No","No","Pop","No","No",129,"2","4","1","3","3","1","2","1","3","1","1","4","3","1","3","1",4,2,1,0,"Improve"
36,"Pandora",1,"Yes","No","No","Hip hop","No","No",131,"3","1","1","1","1","4","1","1","1","1","1","4","3","3","3","1",7,6,2,3,"Improve"
14,"Spotify",7,"Yes","No","No","Lofi","Yes","Yes",95,"1","1","1","1","1","3","1","1","1","4","1","4","1","3","1","2",3,2,8,0,"Improve"
20,"Spotify",3,"No","Yes","Yes","Hip hop","Yes","Yes",80,"4","2","2","3","1","4","3","1","3","2","2","3","3","4","4","2",10,7,4,3,"Improve"
15,"Spotify",3,"Yes","No","No","K pop","Yes","Yes",204,"2","1","2","1","1","4","3","4","1","1","1","2","3","4","3","4",4,0,0,0,"No effect"
19,"I do not use a streaming service.",7,"Yes","No","No","Rock","No","No",128,"3","2","1","2","1","1","3","1","1","1","2","1","1","1","4","3",7,7,0,0,"Improve"
29,"Spotify",8,"Yes","No","No","EDM","No","Yes",140,"2","3","4","3","1","3","2","1","1","2","3","1","1","4","4","4",6,7,4,1,"Improve"
24,"Spotify",2,"Yes","No","No","Metal","Yes","No",159,"1","2","4","3","4","1","1","1","1","2","4","2","1","1","3","2",7,6,2,7,"Improve"
18,"Apple Music",2,"Yes","No","No","Pop","Yes","Yes",104,"2","2","2","2","2","4","2","2","3","2","3","4","4","4","4","1",6,5,8,0,"Improve"
21,"Spotify",2,"Yes","No","No","Rock","Yes","Yes",97,"3","1","1","3","1","2","2","2","1","2","1","4","2","2","4","2",10,10,2,3,"Improve"
19,"Spotify",2,"Yes","No","No","K pop","Yes","Yes",80,"2","1","2","1","1","3","3","4","1","3","1","3","4","2","3","3",7,6,5,1,"Improve"
25,"Spotify",4,"No","No","No","Video game music","Yes","Yes",134,"3","1","1","2","2","1","1","2","4","1","1","4","3","1","1","4",3,0,0,0,"Improve"
28,"Spotify",8,"Yes","No","No","Rock","Yes","Yes",109.868234907199,"2","2","2","3","2","3","3","2","2","4","2","4","3","3","4","3",8,2,1,0,"No effect"
27,"Other streaming service",4,"Yes","No","No","Rap","Yes","No",135,"2","1","1","1","1","3","2","3","1","3","1","2","1","4","2","2",7,6,6,5,"Improve"
60,"Spotify",1,"No","No","No","Rock","Yes","No",129,"3","2","1","3","1","1","3","1","1","1","1","2","2","1","3","1",3,2,5,0,"No effect"
25,"YouTube Music",5,"No","No","No","Metal","No","Yes",141.818138692132,"2","2","1","2","1","1","1","1","1","1","4","3","1","1","3","2",8,2,1,0,"Improve"
60,"Other streaming service",2,"Yes","No","No","Rock","No","No",129.415317524066,"2","3","1","1","1","1","1","1","1","1","3","2","3","1","4","1",7,7,2,4,"Improve"
