"Age","Primary.streaming.service","Hours.per.day","While.working","Instrumentalist","Composer","Fav.genre","Exploratory","Foreign.languages","BPM","Frequency..Classical.","Frequency..Country.","Frequency..EDM.","Frequency..Folk.","Frequency..Gospel.","Frequency..Hip.hop.","Frequency..Jazz.","Frequency..K.pop.","Frequency..Latin.","Frequency..Lofi.","Frequency..Metal.","Frequency..Pop.","Frequency..R.B.","Frequency..Rap.","Frequency..Rock.","Frequency..Video.game.music.","Anxiety","Depression","Insomnia","OCD","Music.effects"
19,"Spotify",1,"No","No","Yes","Metal","Yes","Yes",160,"1","1","1","1","1","2","1","1","1","3","4","3","2","2","4","1",6,4,0,3,"No effect"
27,"Spotify",3,"Yes","No","No","Metal","Yes","Yes",171,"3","1","1","2","1","3","2","1","1","2","4","1","2","3","3","2",1,0,0,0,"Improve"
27,"Spotify",1.5,"Yes","No","No","Rock","No","No",95,"1","1","1","2","1","3","1","2","1","2","4","3","1","3","4","3",5,5,4,4,"Improve"
42,"YouTube Music",2.5,"Yes","Yes","No","Rock","No","Yes",148,"3","2","4","2","1","3","4","1","2","2","3","2","2","2","3","2",8,8,7,6,"Improve"
60,"Pandora",2,"Yes","No","No","Gospel","No","No",119,"2","3","1","2","4","1","1","1","2","1","1","3","2","1","3","1",3,0,2,0,"Improve"
19,"YouTube Music",5,"Yes","No","No","Metal","No","Yes",136,"3","2","2","3","3","3","2","1","1","4","4","1","1","3","4","3",0,5,1,0,"No effect"
20,"Apple Music",2,"Yes","No","No","Pop","Yes","No",141,"2","1","1","2","1","3","2","1","1","3","1","4","3","2","3","2",6,3,0,0,"Improve"
28,"Spotify",2,"No","No","Yes","Metal","No","No",146,"2","1","1","2","1","2","1","1","1","1","4","2","1","1","3","2",1,7,5,1,"Improve"
16,"I do not use a streaming service.",2,"No","Yes","Yes","Video game music","Yes","No",105.349902807538,"3","2","1","1","2","3","3","2","1","3","1","3","3","2","2","3",4,2,1,1,"No effect"
18,"Spotify",2,"Yes","No","No","R&B","No","Yes",164,"3","1","1","1","1","2","1","1","1","2","1","4","4","2","1","1",5,6,0,1,"No effect"
34,"Spotify",1,"Yes","No","No","Rock","Yes","Yes",145.995052154897,"2","1","4","1","1","1","1","4","1","2","4","2","1","1","4","4",1,0,0,0,"No effect"
18,"YouTube Music",1.5,"Yes","No","No","Pop","Yes","No",107.69307095523,"1","2","2","1","1","2","4","3","2","4","1","4","3","2","2","4",8,6,5,2,"Improve"
21,"Spotify",5,"Yes","Yes","Yes","Folk","Yes","Yes",128,"3","2","1","4","2","2","3","1","2","3","2","4","3","2","4","2",9,4,0,3,"Improve"
38,"Spotify",0.5,"No","No","No","Rock","Yes","Yes",99.5194798581339,"1","1","2","3","2","3","2","1","3","1","1","4","3","2","4","1",4,6,6,4,"Improve"
17,"Spotify",2,"Yes","No","No","Rock","No","Yes",128.668801177399,"1","2","2","2","1","1","1","2","1","3","2","3","1","2","4","4",7,3,1,5,"Improve"
35,"Other streaming service",0.5,"No","No","No","Pop","No","No",115.456045319965,"3","1","1","3","1","1","1","1","1","2","1","4","2","1","3","2",10,3,1,0,"No effect"
21,"I do not use a streaming service.",2,"Yes","No","No","Rock","No","Yes",101,"2","3","2","3","1","4","2","1","4","4","4","4","4","4","4","2",8,8,3,0,"Improve"
25,"Apple Music",2.5,"Yes","No","No","R&B","No","No",100.543771361347,"2","1","1","2","2","3","2","1","4","4","2","3","4","3","3","3",7,6,5,4,"Improve"
18,"Spotify",2,"Yes","Yes","No","K pop","Yes","Yes",98,"4","1","1","2","2","3","3","4","2","4","1","3","4","3","1","2",7,2,3,5,"Improve"
16,"Apple Music",2,"No","No","No","Pop","Yes","No",145,"1","3","2","3","2","2","1","2","1","3","1","4","2","2","4","2",10,3.5,5,10,"Improve"
19,"Spotify",1,"Yes","No","No","Pop","Yes","Yes",94,"2","3","2","2","1","3","2","1","1","2","2","4","3","3","4","1",7,5,1,2,"Improve"
31,"Spotify",4,"Yes","Yes","No","Classical","No","Yes",103,"4","1","2","1","2","3","2","1","3","1","3","2","1","3","3","1",6,8,9,5,"Improve"
26,"Spotify",5,"Yes","No","No","Rock","No","No",125.028934983135,"1","1","3","1","1","1","1","1","1","1","1","4","1","1","4","1",2,9,2,1,"No effect"
16,"Spotify",2,"Yes","Yes","Yes","Rock","No","No",112,"2","1","4","2","1","1","1","1","1","2","2","3","2","1","4","4",7,4,10,2,"Improve"
26,"Spotify",2,"Yes","Yes","No","Rock","Yes","Yes",133.417909937575,"4","2","2","4","1","2","1","1","1","3","3","2","1","2","4","4",7,5,6,0,"Improve"
17,"Spotify",2,"Yes","No","No","R&B","Yes","Yes",118,"2","2","1","1","3","3","2","4","1","2","1","3","4","3","1","2",6,1,0,0,"Improve"
22,"Spotify",1,"Yes","Yes","No","Video game music","Yes","Yes",139.650319703736,"3","3","2","4","1","1","1","2","2","1","4","2","1","1","4","4",3,6,1,1,"Improve"
20,"Apple Music",4,"Yes","No","No","R&B","Yes","Yes",113,"3","2","1","2","1","3","3","2","1","2","1","3","4","4","4","2",9,10,3,0,"Improve"
30,"Spotify",1,"No","Yes","No","Rock","Yes","No",162,"3","3","2","3","1","2","1","1","1","1","3","3","1","2","4","1",8,5,8,9,"Improve"
26,"Other streaming service",4,"Yes","No","No","Pop","No","No",108.121624465517,"2","4","2","1","1","2","2","1","3","1","2","4","2","1","3","1",8,7,7,3,"Improve"
19,"Spotify",5,"Yes","No","No","Rock","Yes","Yes",111,"3","2","1","3","2","2","3","2","2","2","4","3","2","2","4","3",9,9,9,3,"No effect"
33,"Spotify",7,"Yes","No","No","Rock","Yes","Yes",134,"2","3","3","3","2","4","2","2","3","3","3","4","4","4","4","3",9,3,7,8,"Improve"
28,"YouTube Music",2,"Yes","No","No","Rock","Yes","No",172,"1","2","2","2","1","3","1","2","1","3","2","3","4","2","4","2",10,8,6,2,"Improve"
25,"Spotify",3,"Yes","No","No","Rock","Yes","Yes",180,"2","1","3","3","1","2","1","2","1","3","4","3","2","2","4","3",9,6,3,0,"Improve"
22,"YouTube Music",2,"Yes","No","No","Pop","No","No",120,"2","1","2","2","2","2","2","1","1","2","1","4","2","2","3","3",7,7,8,3,"Improve"
19,"Spotify",3,"Yes","No","Yes","Rock","Yes","Yes",76,"3","1","3","3","1","1","1","1","1","2","2","2","2","1","4","2",9,10,4,0,"Improve"
44,"Other streaming service",3,"Yes","No","No","Folk","Yes","Yes",130,"2","2","2","4","2","3","2","1","2","3","1","2","3","3","2","3",9,9,8,2,"Improve"
22,"Spotify",3,"Yes","No","No","Rock","No","No",137.227080615432,"1","2","1","4","1","2","1","1","1","1","4","2","1","1","4","2",9,10,3,9,"Improve"
26,"Spotify",5,"Yes","Yes","Yes","Metal","Yes","Yes",109,"3","2","4","2","2","2","3","3","1","2","4","3","3","2","3","3",10,9,8,8,"Improve"
23,"I do not use a streaming service.",6,"Yes","No","Yes","Classical","No","Yes",96,"4","1","1","2","1","1","1","1","2","1","1","2","1","1","1","2",6,5,6,8,"Improve"
17,"Spotify",2,"No","No","No","R&B","No","Yes",148,"3","1","2","1","1","4","2","2","1","2","1","3","4","3","1","2",8,6,10,3,"Improve"
42,"YouTube Music",2,"No","No","No","Metal","Yes","No",142.978461114353,"3","2","3","2","1","3","1","1","1","1","4","3","3","3","4","2",8,3,6,4,"Improve"
30,"Spotify",1,"No","Yes","No","Rock","Yes","No",129,"2","1","2","2","1","2","2","1","2","2","2","4","2","2","4","2",4,2,1,3,"Improve"
35,"Spotify",1,"Yes","No","No","Pop","Yes","Yes",81,"3","2","3","2","1","3","2","2","1","1","1","4","2","2","3","2",2,1,1,1,"No effect"
20,"Spotify",3,"No","No","No","Rock","Yes","No",136,"1","4","1","1","1","1","1","1","1","1","4","4","1","3","4","2",10,10,7,3,"Improve"
18,"Spotify",3,"Yes","No","No","Rap","Yes","Yes",155,"2","1","1","3","1","4","3","1","3","3","1","4","2","4","4","4",8,9,0,0,"Improve"
21,"Spotify",1,"No","No","No","Pop","No","Yes",112.204911944222,"1","1","3","1","1","2","1","3","3","2","1","4","3","2","3","2",4,9,6,2,"No effect"
19,"Spotify",6,"Yes","No","No","Rock","Yes","Yes",52,"1","1","2","4","1","2","2","1","4","2","3","4","2","3","4","2",4,2,0,0,"Improve"
37,"Spotify",4,"Yes","No","No","Rock","Yes","No",97,"2","3","3","3","1","4","2","1","1","3","3","3","4","4","4","1",9,2,7,7,"Improve"
31,"Spotify",2,"Yes","No","No","Metal","Yes","Yes",92,"3","2","2","3","1","3","2","2","3","4","4","3","3","3","4","4",8,6,7,5,"Improve"
29,"Spotify",2,"Yes","Yes","No","Folk","Yes","Yes",100,"1","3","2","4","3","2","2","2","2","2","3","2","4","2","4","2",6,5,4,2,"Improve"
20,"Spotify",3,"Yes","No","No","Rock","Yes","Yes",120,"3","2","2","4","1","2","3","1","1","3","3","4","2","2","4","3",8,5,2,3,"Improve"
36,"I do not use a streaming service.",8,"Yes","Yes","Yes","Video game music","No","Yes",143,"3","2","3","2","1","2","2","1","1","1","4","2","1","2","3","4",7,6,6,1,"No effect"
18,"Spotify",3,"Yes","Yes","No","Rock","Yes","No",118,"3","1","1","2","1","1","3","1","1","2","2","3","1","1","4","2",10,2,0,0,"Improve"
18,"Spotify",2,"Yes","No","No","K pop","Yes","Yes",130,"2","1","3","1","1","1","1","4","1","1","2","3","1","1","2","1",6,0,0,0,"Improve"
25,"Spotify",7,"Yes","No","No","Pop","No","Yes",120,"1","3","4","2","2","3","1","4","2","2","2","4","3","3","2","3",2,0,1,0,"Improve"
31,"YouTube Music",9,"Yes","No","No","Pop","Yes","Yes",158,"2","2","2","3","1","1","2","2","2","4","3","4","1","2","3","3",9,0,2,0,"Improve"
17,"Spotify",2,"Yes","No","No","Pop","Yes","Yes",160,"2","2","2","2","2","3","3","3","1","1","2","4","2","3","3","1",5,4,1,1,"Improve"
21,"Spotify",1,"Yes","No","No","Folk","No","Yes",125.43575767634,"1","2","1","4","1","2","3","1","1","2","2","2","1","1","3","4",8,4,0,1,"Improve"
30,"Other streaming service",1,"No","No","No","Country","No","No",119,"1","4","1","1","1","3","1","1","1","1","1","4","2","3","3","2",8,10,2,0,"Improve"
40,"Apple Music",2,"Yes","No","No","Metal","Yes","Yes",120,"3","1","3","2","1","2","2","1","1","2","4","2","2","2","4","1",3,6,2,1,"No effect"
64,"I do not use a streaming service.",4,"Yes","No","No","Rock","No","No",200,"3","2","3","2","1","2","3","2","2","1","2","3","2","2","3","2",4,4,2,1,"Improve"
14,"Spotify",2,"Yes","Yes","No","Rock","Yes","Yes",136,"2","1","1","3","1","3","2","1","1","1","3","4","2","3","4","2",7,5,2,6,"Improve"
26,"YouTube Music",6,"Yes","No","No","Rock","Yes","No",104,"3","1","1","2","1","2","3","1","1","1","2","3","1","2","4","1",3,2,0,0,"No effect"
35,"Spotify",4,"Yes","Yes","Yes","Country","Yes","Yes",90,"2","4","2","3","2","4","3","2","3","3","3","3","2","3","4","1",9,9,5,1,"Improve"
33,"Other streaming service",1,"No","No","No","Rock","No","No",120,"1","1","1","1","1","3","1","1","2","1","1","3","2","2","4","1",3,10,4,1,"No effect"
30,"Spotify",6,"Yes","No","No","Folk","Yes","Yes",89,"3","2","1","4","2","1","2","1","1","3","3","2","1","1","4","1",9,0,5,0,"No effect"
27,"Spotify",5,"Yes","No","Yes","Folk","Yes","Yes",140,"2","1","3","4","3","2","2","3","3","4","3","4","3","1","4","4",0,9,4,0,"Improve"
53,"I do not use a streaming service.",1.5,"No","No","No","Pop","Yes","Yes",92,"2","1","4","3","1","3","1","2","3","1","1","4","2","3","3","1",2,2,2,1,"No effect"
23,"Spotify",5,"Yes","Yes","Yes","Metal","Yes","Yes",120,"3","2","1","2","1","1","2","1","1","1","4","2","1","1","4","1",6,9,2,1,"Improve"
25,"Spotify",2,"Yes","No","Yes","EDM","Yes","No",128,"2","2","4","2","1","3","3","3","1","2","4","4","2","3","4","2",6,4,1,0,"Improve"
16,"Apple Music",4,"Yes","Yes","No","K pop","Yes","Yes",140,"4","2","2","3","2","4","3","4","3","4","4","4","3","2","3","2",8,9,4,0,"Improve"
18,"Spotify",2,"Yes","Yes","Yes","Rock","Yes","No",104.019383016862,"1","1","2","2","1","2","1","1","1","2","1","2","1","2","4","1",6,7,4,3,"Improve"
29,"Spotify",5,"Yes","Yes","Yes","Classical","Yes","Yes",120.771616884499,"4","1","1","2","1","1","2","1","1","1","2","3","2","1","3","1",7,2,2,0,"Improve"
31,"YouTube Music",6,"Yes","No","No","EDM","Yes","Yes",136,"2","2","4","2","1","3","1","1","1","2","2","3","3","3","3","3",8,6,5,6,"No effect"
31,"Spotify",1,"No","No","No","Rock","No","Yes",132,"3","2","1","1","1","2","1","1","3","1","3","2","2","2","4","3",3,10,0,0,"Worsen"
38,"Spotify",6,"Yes","Yes","No","Pop","Yes","Yes",107,"4","3","3","3","3","4","4","2","3","3","2","4","4","4","3","1",9,4,9,7,"Improve"
17,"Spotify",4,"No","Yes","No","Classical","Yes","Yes",135,"4","1","1","1","1","4","4","2","4","3","3","2","3","2","1","2",7,9,2,8,"Worsen"
25,"Apple Music",2,"No","No","No","EDM","No","Yes",171,"1","3","4","2","1","1","1","1","1","1","2","3","1","1","4","2",10,3,1,4,"Improve"
20,"Spotify",2,"No","Yes","Yes","Metal","No","Yes",220,"2","1","1","1","1","1","2","1","1","1","4","1","1","2","3","2",0,0,0,1,"No effect"
15,"Spotify",2,"Yes","No","No","EDM","No","No",171,"1","1","4","1","1","3","1","1","1","1","1","2","2","3","1","2",9,6,1,7,"No effect"
16,"Spotify",4,"Yes","No","Yes","Lofi","Yes","No",85,"2","2","4","2","1","2","2","1","1","4","2","3","1","2","2","4",7,1,3,5,"Improve"
20,"Spotify",2,"Yes","Yes","No","EDM","No","Yes",174,"3","1","4","1","1","3","1","3","1","1","1","3","1","1","3","3",9,7,5,7,"Improve"
23,"Other streaming service",6,"Yes","No","No","Rap","Yes","Yes",87,"1","1","3","3","1","2","1","3","3","1","1","4","4","3","2","1",3,1,2,7,"Improve"
22,"Spotify",3,"Yes","No","No","Hip hop","Yes","Yes",77,"2","1","3","2","1","4","2","1","3","2","3","4","3","4","3","2",6,6,8,0,"Improve"
15,"I do not use a streaming service.",5,"Yes","No","No","Rock","Yes","Yes",126,"2","1","4","2","1","1","1","1","1","3","2","4","1","1","4","3",10,6,0,4,"Improve"
17,"I do not use a streaming service.",0.5,"Yes","Yes","No","Video game music","No","Yes",136,"2","3","3","1","1","1","2","1","1","1","2","3","2","2","3","4",6,3,1,1,"Improve"
22,"YouTube Music",1,"Yes","No","No","Video game music","Yes","Yes",80,"2","1","2","3","1","2","1","1","1","3","1","2","1","1","2","4",3,3,0,7,"No effect"
21,"Spotify",10,"Yes","No","No","Metal","Yes","Yes",92,"1","2","2","1","1","4","1","2","1","1","4","3","3","4","4","3",9,10,2,2,"No effect"
19,"Spotify",2,"Yes","No","No","Pop","No","Yes",120,"2","1","3","2","1","2","3","3","3","3","1","4","4","3","4","4",7,5,0,2,"No effect"
32,"Apple Music",0.5,"No","No","No","Classical","Yes","No",135.166698022987,"4","1","3","2","1","1","2","1","1","1","3","2","1","1","4","2",3,0,4,4,"No effect"
34,"YouTube Music",1,"No","No","No","Rock","No","Yes",138,"2","1","1","3","1","2","1","1","2","1","1","2","1","3","4","1",9,9,6,4,"Improve"
18,"I do not use a streaming service.",2,"Yes","Yes","No","Metal","Yes","Yes",150,"3","1","2","1","1","1","1","1","1","1","4","2","1","2","4","3",5,7,7,2,"Improve"
21,"Spotify",3,"Yes","No","No","Country","Yes","No",108,"2","4","1","3","2","2","1","1","1","1","2","3","1","1","4","3",0,8,0,5,"Improve"
20,"Spotify",3,"No","No","No","Country","Yes","Yes",119,"2","4","2","3","1","3","2","3","1","1","1","4","4","2","3","1",8,4,3,4,"Improve"
19,"Spotify",2,"Yes","No","No","Country","Yes","No",125,"2","4","2","3","2","1","1","1","2","2","3","2","1","1","3","1",7,2,0,7,"No effect"
25,"I do not use a streaming service.",1,"No","No","No","Pop","No","Yes",125.43575767634,"2","1","1","2","1","2","2","1","1","2","2","4","2","2","4","4",9,9,6,9,"No effect"
31,"Spotify",8,"Yes","Yes","No","Classical","Yes","Yes",120.917600213903,"4","1","2","2","1","1","3","1","1","1","1","1","1","1","2","2",5,7,5,4,"Improve"
21,"Spotify",1,"Yes","Yes","No","Pop","Yes","Yes",85,"4","2","2","3","1","2","1","3","1","2","4","4","3","4","3","4",5,1,0,0,"Improve"
31,"YouTube Music",1,"No","No","Yes","Folk","Yes","Yes",113,"4","1","1","3","1","2","1","1","2","1","1","1","1","1","3","1",4,1,3,0,"Improve"
20,"YouTube Music",1,"No","No","No","Pop","Yes","No",86,"2","1","1","2","1","1","1","1","1","2","2","4","1","1","3","1",3,5,3,0,"Improve"
19,"Spotify",5,"Yes","Yes","No","Rock","Yes","No",141,"3","2","1","1","1","2","3","1","1","1","4","3","3","2","4","1",2,2,0,6,"Improve"
19,"Other streaming service",5,"Yes","No","No","EDM","Yes","Yes",97,"2","1","4","3","1","3","2","1","3","4","4","2","1","4","3","2",0,1,3,5,"Improve"
23,"Spotify",4,"Yes","No","No","Metal","Yes","Yes",149.932065874873,"2","3","3","1","1","3","1","2","1","3","4","4","4","4","4","2",7,8,6,2,"Improve"
24,"I do not use a streaming service.",8,"Yes","No","Yes","Video game music","Yes","No",120,"3","2","4","2","2","4","4","2","2","4","4","2","2","3","4","4",6,4,8,8,"Improve"
20,"Other streaming service",0.7,"No","No","No","Rock","No","No",144,"2","1","1","1","1","1","1","1","1","3","2","4","2","1","4","2",5,6,8,2,"Improve"
15,"Spotify",3,"No","No","No","Video game music","No","No",84,"2","2","3","2","2","3","2","1","1","4","2","4","1","1","4","4",6,6,2,6,"No effect"
17,"Spotify",7,"Yes","No","No","Hip hop","No","Yes",84,"1","1","2","1","2","4","1","1","1","2","2","2","2","4","2","2",8,9,3,4,"Improve"
20,"I do not use a streaming service.",1.5,"No","Yes","Yes","Video game music","No","Yes",60,"4","1","1","2","2","1","1","1","3","1","1","1","1","1","1","4",8,4,3,3,"Worsen"
14,"Spotify",4,"Yes","Yes","Yes","Video game music","Yes","Yes",81,"3","1","3","2","1","2","3","3","1","4","1","3","2","2","1","4",8,6,5,7,"Improve"
24,"Spotify",4,"Yes","No","No","Metal","Yes","Yes",150,"3","2","1","2","2","2","1","1","1","1","4","3","2","2","4","1",8,8,7,7,"Improve"
14,"Other streaming service",10,"Yes","No","Yes","Video game music","No","No",95,"2","1","3","1","1","3","2","1","1","4","3","1","1","3","2","4",5,2,5,0,"Improve"
23,"Spotify",2,"Yes","Yes","Yes","Rock","Yes","No",138,"4","1","2","2","1","3","3","1","2","2","2","3","3","3","4","3",6,8,4,2,"No effect"
28,"Apple Music",2,"Yes","No","No","Rock","No","No",127.028755447711,"2","1","1","2","1","1","3","2","1","3","2","3","2","1","4","2",7,5,2,1,"No effect"
22,"Spotify",6,"Yes","No","No","Jazz","Yes","Yes",140,"3","2","4","2","2","2","4","3","1","3","3","3","3","2","4","3",8,8,7,1,"Improve"
25,"Spotify",0.5,"Yes","Yes","No","Rock","Yes","Yes",139,"2","1","4","1","1","2","1","2","1","1","2","3","2","2","4","3",10,2,0,0,"Improve"
27,"Spotify",2,"Yes","Yes","Yes","Pop","Yes","Yes",100,"3","2","4","1","1","3","4","4","3","3","3","4","4","2","3","3",8,7,7,5,"Improve"
18,"Spotify",5,"Yes","No","No","Rock","Yes","Yes",127.233854089504,"2","1","2","2","1","2","1","2","1","2","3","4","2","3","4","4",8,8,8,6,"Improve"
17,"Apple Music",3,"Yes","Yes","Yes","Pop","Yes","No",120,"2","2","1","3","1","3","4","1","2","1","3","4","4","4","4","1",8,10,9,2,"Improve"
23,"Other streaming service",4.5,"Yes","No","No","Rock","No","Yes",122.380318032109,"3","2","1","3","2","3","2","2","1","2","3","3","2","3","4","3",6,1,8,4,"No effect"
40,"Other streaming service",3,"Yes","No","No","Rock","Yes","Yes",178,"3","1","1","1","1","1","2","1","1","2","3","3","2","1","3","1",0,4,4,0,"Improve"
27,"Spotify",20,"Yes","No","No","Rock","Yes","Yes",150.715259233489,"3","2","3","2","1","2","1","3","2","3","4","2","1","2","4","3",8,10,10,8,"No effect"
18,"Spotify",1,"No","No","No","Pop","Yes","No",100,"2","2","1","2","2","3","1","1","1","1","1","4","2","3","3","2",3,2,0,1,"No effect"
16,"Spotify",2.5,"No","Yes","Yes","Metal","Yes","No",110,"1","1","1","1","1","1","2","1","1","2","4","1","1","2","4","3",5,3,3,1,"Improve"
18,"Spotify",1,"No","No","No","Rock","Yes","Yes",108,"3","2","1","3","1","3","1","1","1","1","3","3","2","2","4","2",8,9,6,1,"Improve"
23,"Spotify",2,"No","Yes","No","Jazz","No","Yes",115.463390283538,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2",10,3,0,10,"No effect"
15,"I do not use a streaming service.",5,"Yes","Yes","No","Metal","Yes","No",161,"1","1","2","1","1","1","1","1","1","1","4","2","1","2","3","1",6,7,8,2,"Improve"
20,"Apple Music",3,"Yes","Yes","No","Metal","Yes","No",200,"3","2","1","1","1","2","3","1","1","2","4","2","1","2","4","3",7,4,7,0,"Improve"
16,"Spotify",3,"Yes","Yes","No","Rock","Yes","No",111.072636812528,"1","2","1","2","1","1","1","1","3","1","2","2","2","2","4","2",9,8,6,2,"Improve"
16,"Spotify",0.5,"No","No","No","Rock","No","Yes",156,"3","1","2","1","1","2","2","1","1","1","1","3","1","1","4","3",8,0,0,0,"Improve"
20,"Apple Music",8,"Yes","Yes","Yes","Country","Yes","No",120,"1","4","1","3","1","2","1","1","1","1","1","2","2","2","3","1",8,9,2,5,"No effect"
33,"Spotify",2,"Yes","No","No","Metal","Yes","Yes",141.818138692132,"2","2","1","2","1","3","1","1","1","1","4","1","1","3","3","3",7,2,3,0,"Improve"
22,"Spotify",3,"Yes","Yes","Yes","Rock","Yes","Yes",90,"1","4","2","3","1","2","3","1","4","1","2","3","4","3","4","1",10,10,4,0,"Improve"
21,"Spotify",3,"Yes","No","No","Hip hop","Yes","Yes",85,"1","1","2","1","1","4","2","1","1","3","1","4","4","4","4","1",8,8,3,3,"Improve"
21,"Apple Music",5,"Yes","Yes","No","Metal","Yes","Yes",171,"2","1","3","1","1","4","3","1","1","3","4","2","3","4","3","3",8,7,7,4,"Improve"
29,"Apple Music",1.5,"Yes","No","Yes","Rock","Yes","Yes",108,"2","1","3","1","1","2","2","1","1","1","2","4","4","4","4","1",8,7,1,2,"Improve"
56,"I do not use a streaming service.",1,"Yes","No","No","Pop","No","No",105,"1","2","1","2","1","1","1","1","1","1","1","3","3","1","3","1",6,5,10,2,"No effect"
17,"Spotify",2,"Yes","Yes","No","Pop","Yes","No",76,"3","1","1","1","1","2","2","1","1","2","1","4","2","2","1","2",7,6,0,4,"Improve"
22,"Spotify",1,"Yes","No","No","Pop","No","No",108,"2","2","3","1","1","1","2","1","1","1","1","4","1","1","2","2",7,4,0,0,"Improve"
26,"Spotify",4,"Yes","No","No","Pop","Yes","Yes",140,"3","3","2","2","1","3","1","2","1","2","1","4","2","2","4","2",8,7,2,10,"No effect"
30,"Spotify",1,"Yes","No","No","EDM","Yes","Yes",200,"1","1","4","1","1","3","1","1","1","1","2","1","1","3","1","1",4,4,4,0,"Improve"
49,"Spotify",2,"Yes","No","No","Folk","Yes","No",147,"2","2","3","4","1","3","2","1","1","3","2","3","3","3","2","2",0,0,2,0,"No effect"
22,"Spotify",2,"Yes","Yes","Yes","EDM","Yes","Yes",120,"2","3","4","3","2","3","3","2","2","3","4","3","3","4","3","4",6,4,0,1,"Improve"
32,"Spotify",2,"No","No","No","Rock","Yes","No",158,"1","2","3","2","1","3","1","1","1","3","2","3","3","3","3","1",4,7,0,0,"Improve"
32,"I do not use a streaming service.",1,"No","No","No","Rock","No","No",110,"2","3","1","3","1","1","1","1","2","1","3","4","2","1","4","1",8,4,3,0,"No effect"
22,"YouTube Music",6,"Yes","No","No","Country","Yes","No",103,"1","4","1","2","1","3","1","1","2","1","3","1","1","3","4","2",5,5,3,3,"Improve"
17,"Spotify",2,"Yes","No","No","Rock","Yes","Yes",93,"1","2","3","3","2","2","3","2","2","2","4","4","3","3","4","3",0,8,0,0,"Improve"
21,"Spotify",4,"Yes","Yes","No","Rock","Yes","No",62,"2","1","1","2","1","1","1","1","1","1","2","4","2","1","4","1",7,4,6,1,"Improve"
17,"Spotify",1.5,"Yes","No","No","Rock","Yes","Yes",180,"4","1","2","2","1","1","1","1","4","2","2","3","3","2","4","2",8,7,7,3,"No effect"
25,"Spotify",3,"Yes","No","No","Metal","No","No",150,"3","3","2","2","1","1","1","1","1","1","4","3","3","1","4","3",9,8,6,2,"Improve"
15,"Spotify",4,"Yes","No","Yes","Rock","Yes","No",105,"1","1","2","1","1","2","1","3","1","4","3","4","3","2","4","1",8,6,4,0,"Improve"
13,"Spotify",10,"Yes","No","No","Rap","Yes","No",140,"1","1","2","1","1","3","1","1","1","3","1","2","2","4","1","2",7,2,0,8,"Improve"
38,"Spotify",3,"Yes","No","No","Rock","No","Yes",142.601332050747,"4","2","1","2","1","1","3","1","2","1","4","3","2","1","4","1",6,7,7,7,"No effect"
23,"Apple Music",3,"No","No","No","Rock","Yes","No",161,"2","1","3","3","1","2","1","1","1","2","2","3","1","1","4","3",7,6,4,2,"Improve"
17,"Spotify",3,"Yes","No","No","Pop","Yes","Yes",120,"3","3","3","2","2","4","2","4","1","4","1","4","4","4","4","2",1,1,1,0,"Improve"
59,"YouTube Music",2,"Yes","No","No","Pop","Yes","No",103,"2","1","4","2","1","2","3","2","2","2","1","4","4","2","3","1",1,1,3,0,"Improve"
22,"Spotify",2,"Yes","Yes","Yes","Pop","Yes","No",72,"2","2","1","2","2","3","3","1","2","2","1","4","4","3","3","2",2,7,1,2,"Improve"
17,"Apple Music",3,"Yes","No","No","Pop","Yes","Yes",113,"3","2","1","1","1","4","3","4","2","1","1","4","2","4","3","2",6,2,3,1,"No effect"
27,"Spotify",2,"No","No","No","Pop","No","No",120,"1","1","1","1","1","1","1","1","1","1","2","4","1","3","3","2",7,7,3,2,"No effect"
23,"Spotify",5,"Yes","Yes","No","Video game music","No","No",95,"3","1","3","1","1","2","2","2","1","3","2","3","2","3","3","3",8,7,0,3,"No effect"
15,"Spotify",6,"Yes","No","No","Rock","No","No",97,"2","1","3","2","1","3","2","1","1","2","2","3","3","1","4","3",8,3,5,2,"Improve"
22,"Spotify",3,"Yes","Yes","Yes","EDM","Yes","No",140,"2","2","4","3","2","3","2","1","1","2","3","3","3","3","4","4",5,4,2,0,"Improve"
23,"Spotify",5,"Yes","No","No","Lofi","Yes","Yes",120,"4","2","3","3","2","2","3","2","2","4","2","4","4","2","4","4",7,10,10,1,"Improve"
19,"Spotify",5,"Yes","No","No","Country","Yes","Yes",118,"2","4","1","4","3","2","3","1","4","2","1","3","3","2","3","1",7,6,8,4,"Improve"
32,"Spotify",6,"Yes","No","No","Rock","No","No",91,"1","2","3","1","1","2","2","1","1","1","1","3","2","2","4","2",8,7,0,9,"Improve"
40,"Spotify",6,"Yes","No","No","Rock","Yes","Yes",128,"3","3","3","3","2","3","3","1","3","3","2","3","3","3","4","2",10,7,3,3,"No effect"
21,"Spotify",3,"Yes","No","No","Country","Yes","No",86,"1","4","2","3","2","3","1","1","1","1","2","3","2","3","3","1",6,5,5,3,"Improve"
21,"Spotify",10,"Yes","No","No","Rock","Yes","Yes",107,"2","1","4","3","1","2","2","2","2","3","3","4","3","2","4","4",8,7,6,8,"No effect"
23,"Spotify",2,"Yes","No","No","Video game music","Yes","Yes",180,"3","1","4","1","1","2","2","3","1","3","1","4","2","3","3","4",10,7,7,3,"Worsen"
